baseline_age,baseline_previousinvest,baseLine_female,treatment,baseline_cons_vote,baseline_lab_vote,baseline_noedu,baseline_SocioeconomicValues,SocioeconomicValues_post
34,1,0,1,1,0,0,0.61870104,-0.3272576
43,1,1,1,1,0,0,1.5066699,1.4115984
55,0,0,0,0,0,0,-1.9758124,-0.66411126
29,0,1,0,0,0,0,0.42179435,1.3820124
33,0,0,0,0,1,0,1.2594466,0.98104548
52,1,0,0,1,0,0,1.6904675,-0.97998297
58,0,0,0,0,0,0,-0.066172905,-0.10495009
69,0,1,1,1,0,0,1.0058143,-0.20907278
65,0,1,1,0,1,0,1.1714809,-0.13453613
70,1,1,1,1,0,0,2.7624547,1.9489913
65,0,0,0,0,1,0,-1.6516831,-0.64730841
40,0,0,0,0,0,0,-1.0046791,0.50697947
66,0,1,1,0,0,1,1.2089093,-2.0048761
62,1,0,1,0,0,0,-0.64975131,-0.94127673
64,0,1,1,1,0,0,-0.2694886,0.41629115
66,0,0,0,1,0,0,0.43490341,-0.41444236
68,0,0,1,0,0,0,1.0561309,1.2631763
44,0,1,1,0,1,0,-0.5670284,-0.48623821
66,0,0,1,0,0,0,1.8742651,0.52809656
65,1,1,1,1,0,0,-0.23045245,0.33393675
64,1,0,1,0,1,0,-1.0681047,-0.69160777
36,0,0,1,0,0,0,-1.5057554,0.043471999
71,0,0,0,0,0,0,1.6270418,0.83549923
58,0,0,0,0,1,0,-2.4442616,-3.4067435
20,1,1,1,0,0,0,2.1283391,2.2922244
44,0,1,1,0,0,0,-2.2097058,-0.51359963
60,1,1,1,1,0,0,2.2615993,0.61110216
52,0,0,1,0,0,0,-1.3036059,-3.0831892
71,0,1,0,0,0,0,-0.19943316,2.0446451
59,0,0,1,0,0,1,-0.51649106,0.10888845
52,0,1,1,1,0,0,-0.11671027,-0.10495009
67,1,0,0,0,0,0,-2.2731314,-1.3774228
65,0,0,0,1,0,0,1.3228723,1.3623337
44,1,0,1,1,0,0,-0.51671183,-0.20907278
28,0,1,1,1,0,0,1.3228723,0.73137653
25,1,1,1,1,0,0,0.80249864,2.506063
67,1,0,1,0,1,0,0.73907304,0.4626801
57,0,0,1,1,0,0,0.55527538,-0.050092168
47,1,1,1,0,1,0,-0.015635539,-0.85058838
40,1,0,0,0,0,0,-1.9758124,-3.0831892
62,1,0,1,0,1,0,-0.12937771,-2.5619478
56,0,1,0,0,0,0,-0.80136341,-1.1192849
49,1,1,1,0,1,0,-2.4764471,-0.9990105
39,1,1,1,1,0,0,-0.750826,-0.47776923
63,0,1,1,1,0,0,0.034901828,0.3585574
52,0,0,1,1,0,0,0.80249864,0.86077112
34,0,0,1,0,1,0,-3.4278417,-2.4662943
67,0,0,1,0,0,0,1.443465,1.3925709
41,0,0,1,0,0,0,-0.31339613,1.0387793
62,0,1,0,0,1,0,0.42201516,-1.5666406
38,1,1,1,1,0,0,-0.33269343,0.93465656
73,0,0,1,0,1,0,-0.63686305,-1.009569
50,0,0,1,0,0,0,-1.5057554,-1.2234075
81,0,1,1,0,1,0,0.58768171,0.035003025
57,0,1,1,0,1,0,-2.4764471,-1.2402104
53,0,1,1,0,0,0,1.1261864,-0.12397759
62,1,0,1,1,0,0,1.2596674,3.2517014
24,1,0,1,0,1,0,0.32116124,0.87979865
41,0,1,1,0,1,0,0.92287064,0.44365257
49,1,0,1,0,0,0,-0.19943316,0.24884155
56,0,1,1,1,0,0,0.87233329,1.0387793
66,0,1,1,0,0,0,-3.2440438,-2.7293975
61,1,1,0,1,0,0,1.8237277,1.1041957
42,0,1,1,1,0,0,0.92264986,-1.8543646
43,0,0,1,0,1,0,-0.83376974,-1.1938215
35,0,1,1,0,0,0,-3.2945814,-0.94974571
34,0,1,1,0,1,0,-0.39611903,-0.54109615
37,1,0,1,0,0,0,1.3228723,0.17221534
34,1,0,0,0,1,0,0.92264986,0.58086491
26,0,1,1,0,1,0,-1.905757,-2.0934751
39,1,1,1,0,1,0,0.87255406,0.89035714
66,0,1,1,0,0,0,0.87233329,0.88188821
33,1,0,1,0,0,0,0.95527697,0.89882612
62,0,1,1,1,0,0,0.82201672,1.0851682
42,1,1,1,1,0,0,1.5261879,0.72081798
53,0,1,1,0,1,0,-0.4843055,-0.9990105
24,0,1,1,1,0,0,2.2613785,2.247925
64,1,1,1,0,0,0,-0.4464356,-0.59595406
51,0,1,1,0,1,0,-1.9055362,-1.4266876
59,0,1,1,1,0,0,1.1261864,0.44365257
51,0,1,1,1,0,0,0.5357573,0.73137653
29,0,1,1,1,0,0,0.60581279,-1.7804792
41,0,1,1,0,1,0,-0.24997053,0.043471999
31,1,1,1,1,0,0,-0.015635539,-2.1975977
30,1,0,1,1,0,0,0.37147778,0.66596007
56,0,0,0,1,0,0,0.90473962,-0.13453613
44,0,1,1,0,1,0,-0.64997208,-0.050092168
44,1,1,1,0,0,0,1.2401494,1.4664563
62,1,1,1,0,0,0,2.0580628,0.18342511
52,1,1,1,0,0,0,1.6904675,0.95368403
36,0,0,1,1,0,0,1.9443206,3.0378628
52,0,1,1,0,0,0,0.21869946,1.2526178
67,1,1,0,0,1,0,-0.49719375,0.33952987
46,0,1,1,1,0,0,0.13714281,0.3585574
47,1,1,1,0,1,0,2.1786556,1.3623337
51,1,0,1,1,0,0,1.8237277,1.8392755
49,1,1,1,0,0,0,0.95527697,0.82494074
59,1,0,1,0,1,1,-0.17991507,0.33393675
64,1,0,1,1,0,0,0.18768017,-0.78517193
33,0,0,1,0,0,0,-3.6116393,-3.2970276
48,0,0,1,0,1,0,-0.93462366,0.44365257
57,0,0,1,0,1,0,-0.5670284,1.4010398
58,0,0,1,0,1,0,-0.65660191,-1.2486794
56,1,1,1,1,0,0,0.50473803,0.87979865
43,0,0,1,0,1,0,-0.59943473,-0.4313803
52,1,0,0,0,1,0,-1.1381601,0.20245261
55,0,1,1,1,0,0,1.7915422,2.8430517
66,1,0,1,0,0,0,-0.18013588,-0.38211551
49,0,1,1,0,1,0,-1.3722743,-2.2166252
50,0,0,1,0,0,0,0.63799828,0.67651862
33,1,0,1,0,1,0,0.38436604,0.82494074
48,0,0,1,0,0,0,-0.17991507,-0.73590714
53,0,0,1,1,0,0,-1.0876228,-0.10495009
35,0,0,1,1,0,0,-0.18013588,-1.7889482
46,1,0,1,1,0,0,1.5261879,1.3623337
55,0,1,1,1,0,0,-1.4678855,-0.36805341
37,0,1,1,0,1,0,0.43490341,-0.41444236
68,1,1,1,1,0,0,1.0563517,0.93465656
78,1,0,0,1,0,0,0.87233329,1.6802949
31,0,1,1,0,1,0,0.32116124,0.18342511
69,0,0,1,1,0,0,1.7603021,-2.1448293
22,0,1,1,0,1,0,-2.5076871,-1.1277539
49,1,0,1,1,0,0,1.423947,1.8751059
68,0,0,1,0,1,0,-1.2711996,-0.069119677
20,0,1,0,0,0,0,1.0187026,-0.041623194
70,0,0,1,0,1,1,-1.239014,-1.8458956
40,1,0,1,0,1,0,0.87233329,0.58086491
46,0,1,1,0,1,0,-0.097192183,-0.58748507
46,0,1,0,0,0,0,-0.38323078,-0.69160777
50,0,1,0,1,0,0,-0.015635539,-0.69160777
46,1,1,1,1,0,0,3.2633102,2.3661098
58,0,1,1,0,0,0,-1.239014,-0.23369342
61,0,0,1,0,0,0,0.35195971,0.16374637
60,0,1,0,1,0,1,-0.3637127,1.6169679
66,0,0,0,1,0,0,-0.015635539,0.30369946
62,1,0,1,0,0,0,2.6289737,0.30369946
44,1,1,0,0,0,0,-0.97365981,0.16374637
58,0,1,0,0,1,0,0.60581279,0.31425801
26,1,0,1,0,0,0,0.68875647,-0.20060381
25,0,0,1,0,0,0,-0.1488958,-0.79285461
49,1,0,1,0,0,0,-0.630454,-2.2439866
56,1,1,0,1,0,0,0.38436604,-0.10495009
58,1,1,1,0,0,0,0.51762629,0.83549923
75,1,0,1,1,0,0,0.91624081,2.506063
68,1,0,1,0,0,0,0.56816363,0.93465656
61,0,1,0,0,0,0,-0.28215605,-2.7652278
46,0,1,1,0,1,0,0.32094043,0.61110216
35,0,1,0,0,0,0,0.97479504,-0.17674595
71,1,1,1,0,1,0,0.66923839,-0.56286442
67,1,1,1,0,1,0,0.95527697,1.3925709
44,0,1,1,1,0,0,0.13714281,0.45212156
54,1,1,0,0,0,0,-1.3024397,-2.4219947
41,1,0,0,0,0,0,-0.45328623,-0.46721071
40,1,1,1,0,1,0,-1.201365,-0.54109615
31,0,1,0,0,0,1,-0.71980673,0.30369946
51,1,1,0,0,0,0,-0.33269343,-0.99054152
56,0,1,1,0,0,0,1.0885372,0.19398364
53,0,0,0,0,0,0,-0.31317532,-0.63674986
57,1,1,1,1,0,0,0.68853569,1.0746096
56,1,1,0,1,0,0,1.1893911,-0.039533634
45,1,1,1,1,0,0,0.11762471,1.4115984
61,0,0,1,0,1,0,0.0041033486,-2.0934751
47,0,1,0,0,0,0,0.87233329,0.4626801
39,1,0,1,0,0,0,1.0055935,0.47323862
63,0,1,1,0,1,0,-1.3346252,-1.462518
24,0,1,0,1,0,0,-0.2692678,0.14471886
62,0,1,1,0,1,0,0.55549622,-0.014261764
37,1,0,1,0,1,0,1.1896119,0.14471886
47,0,1,1,0,0,0,0.32116124,0.39726365
19,0,0,1,0,1,0,0.35195971,0.47114906
45,1,1,1,0,0,0,-1.3658653,-1.3858917
46,0,0,0,0,1,0,-0.64997208,-0.031064659
64,0,1,1,1,0,0,-0.93484443,-1.1635842
64,1,1,0,1,0,0,1.5767252,2.9830048
60,1,0,1,1,0,0,1.2723348,0.93465656
34,0,1,0,0,0,0,-0.015635539,-0.28295821
58,1,0,1,0,1,0,-2.2421122000000002,-1.3035374
41,0,0,1,0,0,0,-2.8948004,-0.94127673
58,0,0,1,0,0,0,-3.6116393,-3.7247047
43,0,1,1,1,0,0,1.1390746,2.4617636
