"","taxrich","effort_rich","proso_rich","Age","female","Income","Education","party_left","party_right"
"801",0.5,1,0.5,26,1,0.2,0.16666667,1,0
"802",1,1,0.83333331,45,0,0.40000001,0.16666667,0,1
"803",1,0.33333334,0.66666669,20,1,0.80000001,0.66666669,1,0
"804",0.40000001,0.83333331,0.66666669,40,0,0.69999999,0.16666667,0,1
"805",0.60000002,0.83333331,0.66666669,51,0,0.80000001,0.16666667,0,1
"806",1,0.83333331,0.83333331,41,0,0.5,0.83333331,0,1
"807",1,NA,0.16666667,63,1,0.5,0.5,1,0
"808",0.60000002,0.83333331,0.5,45,0,0.40000001,0.66666669,0,0
"809",0.5,0.5,0.83333331,33,0,0.80000001,0.16666667,0,1
"810",0.40000001,0.66666669,0.66666669,49,0,0.30000001,0.33333334,0,0
"811",0.5,0.66666669,0.5,69,0,0.80000001,0.83333331,0,0
"812",1,0.83333331,1,41,0,0.60000002,0.66666669,0,1
"813",1,1,0.83333331,52,0,NA,0.16666667,0,1
"814",0.80000001,0.83333331,0.66666669,50,0,0.69999999,0.5,0,1
"815",0.5,0.5,0.5,18,1,NA,0,0,0
"816",0.40000001,0.83333331,0.83333331,68,0,0.40000001,0.16666667,1,0
"817",0.2,0.5,0.5,18,0,0.40000001,0.33333334,1,0
"818",0.5,1,0.83333331,19,1,0.60000002,0,0,1
"819",0.40000001,0.83333331,0.83333331,19,0,1,0.33333334,0,1
"820",0,0.5,0,20,1,NA,0.33333334,1,0
"821",0.5,0.83333331,0.66666669,53,1,0.60000002,0.66666669,1,0
"822",0.30000001,0.83333331,0.83333331,65,1,0.2,0,0,1
"823",0.60000002,0.5,NA,35,1,NA,0.83333331,1,0
"824",0.5,1,0.83333331,65,1,0.30000001,0.66666669,1,0
"825",0.5,1,0.33333334,64,0,0.1,0.16666667,0,1
"826",0.5,0.66666669,0.5,71,0,NA,0.16666667,0,1
"827",0.5,0.83333331,0.83333331,21,0,0.89999998,0.33333334,0,1
"828",0.5,NA,NA,73,1,NA,NA,1,0
"829",0.1,0.33333334,0.5,49,0,0.2,0.16666667,0,1
"830",0.5,0.66666669,0.33333334,54,0,0.2,0.33333334,0,0
"831",0.5,0.83333331,0.5,47,0,0.5,0.16666667,1,0
"832",0,0.5,0.5,63,1,NA,0.33333334,1,0
"833",0.60000002,1,NA,21,1,NA,0.33333334,0,0
"834",0.5,0.66666669,0.33333334,18,0,0.2,0.33333334,1,0
"835",0.40000001,0.83333331,0.33333334,30,0,0.40000001,0,0,0
"836",0.69999999,0.83333331,0.5,24,0,0.1,0.33333334,0,1
"837",0,0,0.5,58,0,0.5,0.5,1,0
"838",0.40000001,0.66666669,0.5,26,0,0.80000001,0.16666667,0,1
"839",1,NA,1,45,1,0.89999998,0.33333334,0,1
"840",0,0,0,51,0,0.30000001,0,1,0
"841",0.5,0.66666669,0.5,57,1,0.40000001,0.16666667,0,1
"842",0.5,0.5,0.16666667,63,0,0.60000002,0.16666667,0,0
"843",0.5,NA,0.83333331,43,1,0.40000001,0.66666669,1,0
"844",0.5,0.83333331,1,54,0,0.69999999,0.66666669,1,0
"845",0.5,0.16666667,0.33333334,27,1,NA,0.83333331,1,0
"846",0.5,0.5,0.5,39,0,0.40000001,0.16666667,1,0
"847",0.40000001,0.83333331,0.83333331,20,1,0.40000001,0.33333334,1,0
"848",0.89999998,1,0.83333331,48,1,NA,0.83333331,0,0
"849",0.5,1,0.66666669,70,1,NA,0.16666667,0,1
"850",0.5,0.66666669,0.16666667,53,1,0.30000001,0.16666667,1,0
"851",0.5,1,0.83333331,68,0,0.30000001,0.16666667,0,1
"852",0.80000001,0.66666669,0.83333331,24,0,0,0.33333334,0,1
"853",0.80000001,0.66666669,0.5,69,0,0.80000001,0.83333331,0,1
"854",0.60000002,0.83333331,0.66666669,48,0,0.69999999,0.33333334,0,1
"855",0.2,0.66666669,0.5,64,0,0.5,0.83333331,1,0
"856",0.60000002,0.33333334,0.33333334,19,0,0.69999999,0.33333334,0,1
"857",0.5,0.5,0.83333331,54,1,0.40000001,0.66666669,0,1
"858",0.60000002,NA,NA,30,1,NA,0.33333334,0,0
"859",0,0.5,0.33333334,19,1,0.5,0,1,0
"860",0.5,0.66666669,0.83333331,38,1,NA,0.33333334,0,0
"861",0,0.83333331,0.66666669,64,0,0.40000001,0.16666667,1,0
"862",0.5,1,0.83333331,61,0,0.80000001,0.83333331,1,0
"863",0.5,0.66666669,0.33333334,22,1,0.30000001,0.33333334,1,0
"864",0.40000001,1,0.66666669,37,0,0.69999999,0.83333331,0,1
"865",0.30000001,0.66666669,0.66666669,53,0,0.69999999,0.16666667,0,1
"866",0.5,1,0.5,56,0,0,0.33333334,1,0
"867",0.5,NA,0.5,49,1,0.69999999,0.16666667,0,1
"868",1,1,1,67,0,0.5,0,0,1
"869",0.30000001,0.5,0,54,0,0.30000001,0.16666667,0,1
"870",0.5,0.5,0.16666667,57,0,0.60000002,0.16666667,1,0
"871",0.5,0.83333331,0.83333331,73,1,NA,0.33333334,0,0
"872",0.2,0.66666669,0.5,55,1,0.2,0.66666669,1,0
"873",0.5,0.83333331,0.5,49,0,1,0.16666667,0,1
"874",0.5,0.66666669,0.5,41,1,NA,0.66666669,0,1
"875",0.60000002,0.83333331,0.5,34,0,NA,1,0,0
"876",0.5,1,0.66666669,42,1,0.80000001,0.16666667,0,0
"877",0.2,1,0.5,61,1,NA,0.66666669,0,0
"878",0,0.83333331,NA,64,1,0.1,0.66666669,1,0
"879",0.60000002,0.33333334,0.66666669,19,0,NA,0.33333334,0,1
"880",0.5,0.83333331,NA,70,1,0.1,0,0,0
"881",0.30000001,0.5,0.5,63,0,0.30000001,0.66666669,1,0
"882",0.5,0.83333331,0.5,41,0,0.1,0.16666667,0,1
"883",1,0.66666669,0.83333331,23,0,0.2,0.33333334,0,0
"884",0.5,1,0.83333331,38,0,0.69999999,0.16666667,0,1
"885",1,0.66666669,0.66666669,24,0,0.2,0.33333334,0,1
"886",0.60000002,0.5,0.66666669,30,1,0.2,0.33333334,0,1
"887",0.60000002,1,1,74,1,0,0.33333334,1,0
"888",0.1,0.83333331,0.66666669,43,1,0.60000002,0.16666667,0,1
"889",0.5,0.5,0.5,41,0,0.30000001,0.33333334,1,0
"890",0.5,1,0.33333334,57,1,0.69999999,0.5,0,1
"891",0.2,0.66666669,0.5,53,0,0.2,0.16666667,0,0
"892",1,0.83333331,0.66666669,21,0,0,0.33333334,0,1
"893",0,0.33333334,0.33333334,70,0,0.5,0.66666669,0,0
"894",1,0.33333334,0.16666667,58,1,0.5,0.66666669,1,0
"895",0.2,0.5,0.5,50,1,0.2,0.16666667,0,1
"896",0.2,0.83333331,NA,47,1,0.30000001,0.33333334,0,0
"897",0,0.5,0.66666669,19,0,0.60000002,0,1,0
"898",0,0.5,0.66666669,50,1,NA,0.66666669,1,0
"899",0.69999999,0.33333334,0,39,0,0.2,0.16666667,0,1
"900",0.5,0.66666669,0.5,68,1,0.30000001,0,0,1
"901",0.5,0.66666669,0.5,60,0,0.80000001,0.5,0,1
"902",0.80000001,0.5,0.66666669,47,1,0.89999998,0.16666667,1,0
"903",0.2,NA,0.66666669,53,1,0.2,0.66666669,1,0
"904",0,0.33333334,0.16666667,19,0,0.89999998,0.33333334,1,0
"905",0.80000001,0.33333334,1,36,0,0.2,0.33333334,0,1
"906",0.40000001,0.33333334,0.66666669,34,0,0.80000001,0.83333331,1,0
"907",0.69999999,0.5,0.33333334,66,0,NA,0.33333334,0,0
"908",0.2,0.5,0.33333334,70,0,0.40000001,0.16666667,1,0
"909",0.5,0.33333334,0.5,44,1,0.60000002,0.33333334,0,1
"910",0.5,0.83333331,0.5,50,1,NA,0.16666667,0,1
"911",0.60000002,0.66666669,0.5,31,1,0.89999998,0.83333331,1,0
"912",0.40000001,0.83333331,0.83333331,61,1,0.2,0.5,0,1
"913",0,NA,NA,61,0,0.89999998,0.66666669,0,1
"914",0.40000001,NA,NA,46,1,0.69999999,0.66666669,1,0
"915",0.40000001,0.83333331,0.5,63,1,NA,0.16666667,1,0
"916",0.5,NA,1,71,1,NA,0.66666669,0,1
"917",0.2,NA,NA,59,0,0.60000002,0.16666667,1,0
"918",1,0.83333331,0.83333331,38,0,0.69999999,0.33333334,0,1
"919",0.69999999,0.83333331,0.66666669,61,0,0.60000002,0.16666667,0,1
"920",0.40000001,0.66666669,0.66666669,19,1,0.1,0.33333334,1,0
"921",0.5,0.83333331,0.33333334,42,0,0.30000001,0.16666667,0,1
"922",1,0.66666669,0.66666669,42,0,1,0.16666667,0,1
"923",0.5,1,0.5,49,0,NA,0.16666667,0,1
"924",0.80000001,1,0.83333331,26,1,0.40000001,0.33333334,0,1
"925",0.30000001,0.5,0.5,58,1,0.40000001,0.16666667,0,0
"926",0.40000001,0.66666669,0.5,22,0,0.30000001,0.33333334,0,1
"927",1,1,0.83333331,28,0,0.40000001,0.83333331,0,1
"928",0.5,1,0.83333331,70,1,0.69999999,0.66666669,0,0
"929",0.40000001,0.83333331,1,27,0,NA,0.16666667,0,1
"930",0.80000001,0.5,0.66666669,18,1,1,0,0,0
"931",0.60000002,0.5,0.5,23,0,0.30000001,0.66666669,0,1
"932",1,1,0.83333331,64,0,1,1,0,1
"933",0.40000001,0.5,0.5,69,0,NA,0.16666667,0,0
"934",0.5,1,0.83333331,53,1,0.30000001,0.33333334,0,1
"935",0.5,0.83333331,0.5,66,1,0.69999999,0.33333334,0,1
"936",0.5,1,1,47,1,0.40000001,0.66666669,1,0
"937",0.69999999,0.5,0.66666669,28,0,0.2,0.83333331,0,0
"938",0.30000001,0.83333331,0.83333331,26,0,0,0.33333334,0,0
"939",0.5,0.66666669,0.5,39,1,0.80000001,0.5,0,1
"940",0,0.16666667,0,58,0,0.69999999,0.66666669,1,0
"941",1,0.83333331,0.83333331,43,0,1,0.16666667,0,0
"942",0.40000001,0.16666667,0,24,1,0,0.33333334,1,0
"943",0.2,0.5,0.66666669,50,0,0.5,0,0,1
"944",0.2,0.83333331,0.33333334,44,1,0.60000002,0.33333334,1,0
"945",0.2,0.5,0.5,24,1,0.40000001,0.33333334,1,0
"946",0.5,0.66666669,0.33333334,29,1,0.40000001,0.66666669,0,1
"947",0.30000001,0.66666669,0.5,48,1,0.1,0,0,0
"948",0.5,0.83333331,0.66666669,37,1,1,0.83333331,1,0
"949",0.5,NA,0.5,29,1,0.2,0.66666669,1,0
"950",0.30000001,0.83333331,0.33333334,26,1,0.1,0.83333331,1,0
"951",0.80000001,0.66666669,0.66666669,25,1,0.5,0.66666669,0,1
"952",0.1,0.66666669,0.5,42,0,0.1,0.16666667,1,0
"953",0.40000001,0.5,0.33333334,61,0,0.2,0.5,1,0
"954",0.5,NA,NA,23,0,0.40000001,0.16666667,0,0
"955",0.69999999,0.83333331,0.83333331,21,0,0.5,0.33333334,0,1
"956",0.2,0.16666667,0.5,53,0,0.80000001,0.66666669,1,0
"957",0.60000002,0.83333331,0.66666669,23,1,0.1,0.33333334,0,0
"958",0.69999999,0.66666669,0.83333331,25,0,0.69999999,0.16666667,0,0
"959",0.5,0.66666669,0.66666669,41,1,0.60000002,NA,0,0
"960",0.5,0.83333331,0.66666669,19,0,0.5,0.33333334,0,1
"961",0.40000001,0.66666669,0.33333334,24,1,NA,0.33333334,0,0
"962",0.30000001,0.5,0,31,0,0.30000001,0.33333334,0,0
"963",0.2,0.5,0.33333334,26,1,0,0.66666669,1,0
"964",0.5,1,0.66666669,46,1,0.69999999,0.66666669,0,1
"965",0.69999999,0.83333331,0.66666669,50,1,0.89999998,0.5,0,1
"966",0.80000001,0.83333331,0.66666669,61,0,0.80000001,0,0,1
"967",0.5,0.83333331,0.83333331,65,1,0.2,0.16666667,0,0
"968",0.89999998,1,0.5,66,0,0.80000001,0.66666669,0,1
"969",0.60000002,1,0.83333331,70,1,0.69999999,0.83333331,0,1
"970",1,0.33333334,0.5,60,1,1,0.83333331,0,1
"971",1,0.66666669,0.5,61,0,0.60000002,0.16666667,0,1
"972",0.1,0.83333331,0.83333331,50,1,0.60000002,0.66666669,1,0
"973",0.2,0.5,0.5,29,1,0.1,0.5,0,0
"974",0.5,0.5,0.16666667,30,0,0.2,0.83333331,1,0
"975",0.60000002,0.83333331,0.66666669,33,0,0.60000002,0.83333331,0,1
"976",0,0,0,54,1,0.5,0.66666669,0,0
"977",0.60000002,0.5,0.83333331,18,1,1,0,1,0
"978",0.69999999,0.5,0.5,22,0,0.2,0.16666667,0,1
"979",1,0.66666669,0.5,18,1,NA,0,0,1
"980",1,0.66666669,0.66666669,48,0,1,0.83333331,0,1
"981",0.5,0.83333331,0.83333331,56,1,0.80000001,0.66666669,0,0
"982",0.69999999,0.83333331,NA,52,1,NA,0.66666669,0,0
"983",1,0.66666669,0.33333334,63,1,0.40000001,0.16666667,0,1
"984",0.60000002,1,1,21,1,0.1,0.33333334,0,1
"985",0.5,0.66666669,0.66666669,22,1,NA,0.33333334,1,0
"986",0.5,0.66666669,0.5,73,0,0.40000001,0.16666667,1,0
"987",0.5,0.5,NA,30,1,0.30000001,0.83333331,1,0
"988",0.30000001,NA,NA,23,1,0,0.66666669,1,0
"989",0.30000001,0.83333331,0.83333331,32,1,0.40000001,0.16666667,1,0
"990",0.60000002,0.5,0.5,29,1,0.89999998,0.33333334,0,0
"991",0.60000002,NA,0.5,46,0,0.2,0.16666667,0,1
"992",0.60000002,0.83333331,0.66666669,69,1,0.69999999,0.83333331,1,0
"993",0.30000001,0.66666669,0.5,27,1,0.1,0.83333331,1,0
"994",0.69999999,1,0.66666669,27,1,0.2,0.66666669,0,1
"995",0.2,0.5,0.5,27,1,0.1,0.83333331,1,0
"996",0.5,0.83333331,0.5,22,0,0.1,0.33333334,0,1
"997",0.5,0.66666669,0.66666669,65,1,0.2,0,1,0
"998",0.40000001,0.83333331,0.66666669,26,0,NA,0.83333331,1,0
"999",0.5,0.83333331,0.83333331,56,1,0.5,0.16666667,0,1
"1000",0.60000002,0.66666669,0.66666669,25,1,0.1,0.66666669,0,1
"1001",0.60000002,0.83333331,0.66666669,27,0,1,0.83333331,1,0
"1002",0.30000001,0.83333331,0.66666669,28,1,0.30000001,0.66666669,0,0
"1003",0.30000001,1,0.66666669,27,1,0.60000002,0.16666667,0,0
"1004",0.5,0.83333331,0.5,71,1,0.1,0.16666667,1,0
"1005",0,0.16666667,0.16666667,61,0,0.1,0.33333334,0,1
"1006",0,NA,NA,43,1,NA,0.16666667,0,0
"1007",0.60000002,0.5,0.66666669,47,1,0.5,0.5,0,0
"1008",0.69999999,0.83333331,0.66666669,33,0,0.30000001,0.83333331,0,1
"1009",0.5,0.83333331,0.83333331,23,0,0,0.16666667,0,1
"1010",0.2,0.66666669,0.16666667,27,1,0.2,0.33333334,0,0
"1011",0.5,1,1,63,0,0.40000001,0.16666667,1,0
"1012",0.5,0.5,0.66666669,47,0,0.69999999,0.33333334,0,1
"1013",0.5,1,0.66666669,64,0,1,0.66666669,0,1
"1014",0.5,0.5,0.5,45,0,NA,0,0,0
"1015",0.5,0.5,0.5,21,0,0.60000002,0.33333334,0,0
"1016",0.5,0.5,0.5,31,1,0.40000001,0.83333331,1,0
"1017",0.69999999,0.83333331,0.83333331,50,0,NA,0.16666667,0,1
"1018",1,0.83333331,1,54,0,0.69999999,0.5,0,1
"1019",1,1,1,48,1,1,0.33333334,0,1
"1020",0.5,0.83333331,1,36,0,0.30000001,0.83333331,0,0
"1021",0.60000002,0.83333331,NA,42,1,0.2,0.5,0,1
"1022",0.89999998,0.33333334,0.83333331,29,1,0.30000001,0.33333334,1,0
"1023",0.60000002,0.16666667,0.5,45,1,NA,0.5,0,1
"1024",0.5,1,0.5,33,1,0.2,0.16666667,1,0
"1025",0.5,0.33333334,0,59,0,0.60000002,0.16666667,1,0
"1026",0.40000001,0.66666669,0.66666669,50,0,0.80000001,0.66666669,1,0
"1027",0.5,0.83333331,0.5,53,0,0.5,0.16666667,0,1
"1028",0,0.83333331,0.33333334,41,1,0.30000001,0.66666669,1,0
"1029",0.5,0.5,0.5,60,0,0.5,0.16666667,0,1
"1030",0.40000001,0.5,0.5,65,0,0.69999999,0.66666669,0,0
"1031",0,0.66666669,0.5,53,1,0.40000001,0.33333334,1,0
"1032",0.5,0.83333331,0.66666669,72,0,0.5,0.16666667,0,1
"1033",0.5,0.5,0.5,38,0,0.60000002,0.16666667,1,0
"1034",1,0.66666669,0.16666667,58,1,0.40000001,0.33333334,0,1
"1035",0.60000002,0.66666669,0.5,34,0,0.30000001,0.5,0,1
"1036",0.30000001,0.83333331,0.66666669,53,1,0.5,0.66666669,0,1
"1037",0.2,0.83333331,1,74,0,0.40000001,0.83333331,1,0
"1038",0,0.16666667,0.66666669,58,1,0.40000001,0.66666669,0,0
"1039",0.60000002,0.66666669,0.16666667,49,1,NA,0.66666669,1,0
"1040",0.5,0.5,0.5,30,1,0.69999999,0.83333331,0,0
"1041",0.69999999,NA,NA,31,1,0.80000001,0.83333331,0,1
"1042",0.2,0.83333331,0.83333331,52,1,0.2,0.66666669,0,1
"1043",0.5,1,1,58,1,0.40000001,0.66666669,1,0
"1044",0.5,NA,NA,69,1,NA,0.83333331,1,0
"1045",0.80000001,0.83333331,0.83333331,22,0,0.1,0.33333334,0,1
"1046",0.40000001,0.16666667,0.66666669,33,0,0.69999999,0.16666667,1,0
"1047",0.5,0.66666669,0.83333331,23,1,0.80000001,0.66666669,1,0
"1048",0.2,0.5,0.5,37,1,0.40000001,0.83333331,1,0
"1049",0.80000001,0.66666669,0.5,33,0,0.69999999,0.16666667,0,1
"1050",0.5,0.66666669,NA,46,1,0.80000001,0.66666669,0,1
"1051",0.60000002,0.5,0.33333334,27,1,NA,0.66666669,1,0
"1052",0.5,1,0.66666669,25,1,0.2,0.66666669,0,0
"1053",0.5,0.5,0.66666669,64,1,0.30000001,0.66666669,0,1
"1054",0.5,0.66666669,0.66666669,40,0,0.40000001,0.16666667,1,0
"1055",0.5,0.83333331,0.83333331,49,1,0.2,0.16666667,0,1
"1056",0.60000002,0.83333331,0.83333331,61,1,0.5,0.66666669,1,0
"1057",0.30000001,0.5,0.5,64,1,0.60000002,0.16666667,0,1
"1058",0.5,1,0.66666669,21,1,NA,0.33333334,1,0
"1059",0.5,0.83333331,0.5,51,1,0.40000001,0.66666669,0,1
"1060",1,0.16666667,0.33333334,55,0,0.69999999,0,0,1
"1061",0.5,1,0.83333331,70,0,0.60000002,0.66666669,1,0
"1062",0.69999999,1,0.5,20,1,0,0.33333334,0,1
"1063",0.5,NA,NA,46,0,0.30000001,0.16666667,1,0
"1064",0.5,0.66666669,0.83333331,67,0,0.2,0.66666669,0,1
"1065",0.5,1,1,49,1,0.69999999,0.5,0,0
"1066",0.69999999,NA,0.5,35,1,0.5,0.83333331,0,0
"1067",0.5,1,1,20,1,0,0.33333334,0,1
"1068",1,0.83333331,0.66666669,39,1,1,0.83333331,0,1
"1069",0.2,0.16666667,0.33333334,41,0,0.2,0,1,0
"1070",0.2,0.33333334,0.66666669,48,1,0.69999999,0.66666669,1,0
"1071",0.5,0.66666669,0.33333334,26,1,0.1,0.33333334,0,1
"1072",0.5,0.83333331,NA,45,1,0.30000001,0.16666667,0,1
"1073",0.80000001,1,0.83333331,48,0,0.89999998,0.83333331,0,1
"1074",0.5,0.83333331,0.33333334,35,0,0.30000001,0.66666669,1,0
"1075",0.1,0.83333331,0.5,18,1,NA,0,1,0
"1076",0.60000002,0.83333331,0.66666669,44,0,0.1,0.5,0,1
"1077",0.2,NA,0.66666669,66,1,0.40000001,0.16666667,1,0
"1078",0,1,NA,65,1,NA,0.66666669,0,0
"1079",0.5,0.5,0.5,58,1,1,0.83333331,0,1
"1080",0.5,0.66666669,0.83333331,60,1,0.40000001,0.16666667,0,1
"1081",0.40000001,0.5,0.33333334,52,1,0.2,0.66666669,1,0
"1082",0.2,1,NA,57,0,NA,0.66666669,1,0
"1083",0.5,0.66666669,0.5,62,1,0.2,0.66666669,1,0
"1084",0.40000001,NA,0.66666669,19,1,NA,0,1,0
"1085",1,NA,NA,22,1,0.2,0.33333334,0,1
"1086",0.40000001,0.66666669,0.83333331,27,1,0.1,0.83333331,1,0
"1087",0.5,1,1,59,1,0.2,0.16666667,1,0
"1088",0.2,0.83333331,0.5,66,1,NA,0.66666669,0,1
"1089",0,NA,0.5,66,1,0.69999999,0.66666669,1,0
"1090",0,0.66666669,0.5,71,0,0.2,0.66666669,0,1
"1091",0.60000002,NA,0.5,45,1,0.30000001,0.16666667,0,1
"1092",0.80000001,0.16666667,0.66666669,20,1,0.2,0.33333334,0,1
"1093",0.60000002,0.33333334,0.5,67,0,0.40000001,0.5,0,1
"1094",0.5,0.5,NA,57,1,0.1,0.5,1,0
"1095",0.60000002,0.83333331,0.33333334,63,0,0.5,0.16666667,0,1
"1096",0.5,0.83333331,0.66666669,30,1,NA,0.66666669,1,0
"1097",0.5,0.66666669,0.33333334,27,0,0.30000001,0.66666669,1,0
"1098",0.5,0.66666669,0.66666669,70,0,0.2,0.16666667,1,0
"1099",0,0.66666669,0.66666669,63,1,0.30000001,0.16666667,0,1
"1100",0,0.66666669,0.33333334,19,1,0,0.33333334,1,0
"1101",0.60000002,0.83333331,0.5,63,1,0.69999999,0.66666669,0,0
"1102",0.30000001,0.5,0.66666669,50,0,0.89999998,0.16666667,1,0
"1103",0.5,0.66666669,0.66666669,57,0,0.40000001,0.16666667,1,0
"1104",0.5,0.5,0.66666669,49,0,0.2,0.16666667,0,1
"1105",0.60000002,0.83333331,0.83333331,29,0,0.89999998,0.33333334,0,1
"1106",0.40000001,0.33333334,0.5,57,0,1,0.66666669,1,0
"1107",0,0.5,0.33333334,52,1,0.89999998,0.66666669,0,0
"1108",0.69999999,0.83333331,0.16666667,48,0,0.30000001,0.16666667,0,0
"1109",0.5,0.33333334,NA,27,1,NA,0.83333331,0,0
"1110",0,0.5,0.16666667,47,1,0.1,0.66666669,1,0
"1111",0.5,0.33333334,0,47,1,0.60000002,0.5,0,0
"1112",0.5,0.66666669,0.66666669,53,1,0.40000001,0.66666669,1,0
"1113",0.80000001,0.83333331,0.5,70,0,0.1,0.16666667,0,0
"1114",0.60000002,0.66666669,0.83333331,56,1,0.5,0.5,0,0
"1115",0.40000001,0.83333331,0.66666669,47,1,0.2,0.16666667,0,1
"1116",0.40000001,0.5,0.66666669,68,0,0.5,0.33333334,1,0
"1117",0.69999999,0.66666669,0.66666669,32,0,0.80000001,0,0,1
"1118",0.30000001,0.5,0.16666667,65,0,0.1,0.5,1,0
"1119",0.2,0.66666669,0.16666667,25,0,0.40000001,0.33333334,1,0
"1120",0.5,NA,NA,25,0,NA,0.33333334,0,0
"1121",0.60000002,0.5,1,18,1,0.1,0,0,1
"1122",0.5,1,0.5,64,0,0.40000001,0.16666667,1,0
"1123",0.1,0.66666669,0.33333334,51,0,0.1,0.16666667,1,0
"1124",0.5,1,1,25,1,NA,0.5,1,0
"1125",0.60000002,1,0.66666669,30,1,0.69999999,0.66666669,1,0
"1126",0.30000001,0.66666669,0.83333331,48,0,0.30000001,0.16666667,0,0
"1127",0.5,1,0.66666669,60,1,1,0.66666669,0,1
"1128",0.69999999,0.5,0.5,51,0,0.80000001,0.66666669,1,0
"1129",0.5,0.83333331,0.5,54,0,0.40000001,0.83333331,1,0
"1130",0.80000001,0.5,0.5,38,1,NA,0.16666667,0,0
"1131",0.5,0.16666667,0.33333334,71,1,0.2,0.66666669,1,0
"1132",0.40000001,0.66666669,0.5,64,1,0.1,0.16666667,0,0
"1133",1,0.83333331,0.66666669,22,0,0.1,0.33333334,0,1
"1134",0.60000002,0.66666669,0.66666669,66,1,0.40000001,0.16666667,0,1
"1135",0.30000001,NA,NA,47,1,0.60000002,0.33333334,1,0
"1136",0.2,0.83333331,0.66666669,59,1,0.80000001,0.66666669,1,0
"1137",0.69999999,0.66666669,0.66666669,31,0,NA,0.16666667,0,1
"1138",0.69999999,1,0.5,46,1,0.69999999,0.66666669,0,1
"1139",0,0.16666667,0.5,58,1,0.60000002,0.66666669,1,0
"1140",0.30000001,0.66666669,0.83333331,46,1,NA,0.83333331,1,0
"1141",0.5,0.83333331,0.5,59,1,0.2,0.66666669,1,0
"1142",0,0.66666669,0.16666667,40,0,0.2,0.33333334,1,0
"1143",1,0.5,0.33333334,57,0,0.69999999,0.16666667,0,1
"1144",0.1,0.5,0.33333334,68,1,0.80000001,0.66666669,1,0
"1145",0.40000001,0.83333331,0.83333331,41,1,0.80000001,0.83333331,1,0
"1146",0.5,0.83333331,0.33333334,44,0,0.30000001,0.16666667,0,1
"1147",0.60000002,0.66666669,0.83333331,46,0,0.2,0.83333331,0,1
"1148",0.40000001,NA,NA,23,1,NA,0.66666669,1,0
"1149",0.5,NA,1,23,1,0.1,0.33333334,0,0
"1150",0.69999999,0.66666669,0.66666669,42,1,1,0.33333334,0,1
"1151",0.2,0.83333331,1,67,1,NA,0.66666669,1,0
"1152",0.30000001,0.83333331,0.66666669,39,1,NA,0.83333331,0,0
"1153",0,1,1,52,0,0.30000001,0.66666669,1,0
"1154",0.2,0.83333331,0.83333331,31,0,0.30000001,0.83333331,1,0
"1155",0.2,0.5,0.16666667,71,0,0.30000001,0.83333331,1,0
"1156",0.30000001,1,NA,47,0,1,0.66666669,1,0
"1157",0.5,0.66666669,0.5,41,1,0.80000001,0.33333334,0,1
"1158",0.5,1,1,28,1,0.60000002,0.33333334,1,0
"1159",0.30000001,1,0.5,56,1,0.2,0.16666667,0,0
"1160",0.5,0.5,0.33333334,63,0,1,0.83333331,1,0
"1161",0,0.5,0.5,41,1,0.2,0.16666667,1,0
"1162",0.60000002,1,0.83333331,48,0,0.69999999,0.16666667,0,1
"1163",0.5,1,0.66666669,70,0,NA,0.83333331,0,0
"1164",0.5,0.83333331,0.5,48,0,0.2,0.16666667,1,0
"1165",0.2,1,0.83333331,49,1,0.40000001,0.66666669,1,0
"1166",0.5,1,0.66666669,59,0,0.60000002,0.66666669,1,0
"1167",0.5,0.5,0.5,52,1,0.69999999,0.16666667,0,0
"1168",0.5,1,NA,60,1,0.60000002,0.16666667,1,0
"1169",0.69999999,0.66666669,0.33333334,65,1,0.30000001,0.16666667,0,0
"1170",0.2,0.83333331,0.66666669,22,1,0.5,0.33333334,0,0
"1171",0.1,0.16666667,0.5,32,1,0.60000002,0.66666669,1,0
"1172",0.5,NA,NA,24,1,0.2,0.33333334,1,0
"1173",0.5,0.66666669,0.5,69,1,0.1,0,0,1
"1174",0,1,0.5,31,0,0.60000002,0.66666669,1,0
"1175",0.5,0.5,0.66666669,24,1,0.40000001,0.16666667,0,1
"1176",0.40000001,0.83333331,0.5,18,1,0.69999999,0,0,0
"1177",0.5,0.66666669,0.66666669,74,0,NA,0.66666669,0,0
"1178",0.60000002,0.83333331,0.5,35,0,1,0.83333331,0,0
"1179",0.80000001,0.5,0.5,22,0,0.30000001,0.33333334,1,0
"1180",0.89999998,0.66666669,0.33333334,68,0,NA,0.16666667,0,1
"1181",0.5,0.5,0.5,47,0,0.40000001,0.33333334,1,0
"1182",0.2,0.33333334,0.33333334,42,0,0.30000001,0.16666667,0,0
"1183",0.5,0.33333334,0.5,26,1,0.69999999,0.16666667,1,0
"1184",0.80000001,0.66666669,0.66666669,61,0,NA,0.83333331,0,1
"1185",0.80000001,1,1,22,1,0.1,0.66666669,0,0
"1186",0.5,0.33333334,0.33333334,41,1,0.69999999,0.5,1,0
"1187",0.5,0.66666669,0.33333334,47,0,0.60000002,0.16666667,0,1
"1188",1,1,0.5,43,0,1,0.83333331,0,1
"1189",0,0,0.16666667,33,1,0.1,0.33333334,0,0
"1190",0.80000001,0.66666669,1,21,0,0.30000001,0.66666669,0,1
"1191",0.80000001,0.66666669,0.66666669,27,0,0.1,0.66666669,0,1
