"","taxrich","effort_rich","proso_rich","Age","female","Income","Education","party_left","party_right"
"1976",0.5,0.5,NA,33,1,0.80000001,0.83333331,0,0
"1977",0.60000002,0.83333331,0.66666669,73,0,0.40000001,0.16666667,0,1
"1978",0.80000001,0.83333331,0.83333331,59,0,0.2,0.16666667,0,1
"1979",0.30000001,0.66666669,0.33333334,24,0,0.69999999,0.33333334,0,0
"1980",0.5,1,0.66666669,70,0,0.30000001,0.33333334,0,1
"1981",0.5,1,0.66666669,61,1,0.1,0.16666667,1,0
"1982",0.5,0.83333331,0.5,71,0,NA,0.16666667,0,1
"1983",0.5,0.5,0.5,73,1,0.1,0.66666669,0,1
"1984",0.60000002,1,0.83333331,58,0,NA,0.5,0,1
"1985",0.5,0.5,0.5,48,1,0.80000001,0.16666667,0,0
"1986",0.2,1,0.83333331,47,1,0.30000001,0.16666667,1,0
"1987",0.5,0.33333334,0.5,29,1,0,0.16666667,1,0
"1988",0.2,0.5,NA,46,1,0.1,0.16666667,0,0
"1989",0.5,0.66666669,0.66666669,32,1,NA,0.33333334,1,0
"1990",0.2,0.83333331,0.83333331,24,0,0.1,0.33333334,0,0
"1991",1,0.83333331,0.33333334,63,0,0.69999999,0.5,0,1
"1992",0.40000001,0.66666669,0.16666667,48,0,0.30000001,0.16666667,0,0
"1993",0.40000001,1,0.83333331,49,1,0.60000002,0.16666667,1,0
"1994",0.1,0.5,0.5,56,1,0.2,0.5,1,0
"1995",0.60000002,0.66666669,0.5,22,1,NA,0.33333334,0,1
"1996",0.5,0.66666669,0.66666669,63,0,0.40000001,0.83333331,0,1
"1997",0,0,NA,72,0,0.30000001,0.33333334,1,0
"1998",0.60000002,0.5,0.5,58,0,0.40000001,0.16666667,1,0
"1999",0.30000001,0.16666667,0.33333334,64,1,0.30000001,0,1,0
"2000",0.5,0.5,0.33333334,70,0,NA,0.16666667,1,0
"2001",0.40000001,0.83333331,0.83333331,39,0,0.30000001,0.33333334,1,0
"2002",0.60000002,0.83333331,NA,64,1,NA,0.66666669,0,1
"2003",0.5,0.33333334,0.5,49,0,0.40000001,0.66666669,0,0
"2004",0.5,NA,0.66666669,47,1,0.80000001,0.16666667,0,0
"2005",0.30000001,0.5,0.5,31,0,0.60000002,0.16666667,1,0
"2006",0.5,NA,NA,35,1,0.60000002,0.16666667,0,1
"2007",0.2,0.16666667,0.16666667,63,0,0.1,0,1,0
"2008",0.1,0.16666667,0.16666667,46,0,0.2,0,1,0
"2009",0.5,1,0.83333331,61,0,0.60000002,0,0,1
"2010",0,0.5,0.5,51,1,0.5,0.16666667,1,0
"2011",0.60000002,1,0.83333331,55,1,1,0.16666667,0,1
"2012",0.40000001,0.66666669,0.5,56,0,0.30000001,0.33333334,1,0
"2013",0,0.5,0.5,50,1,0.89999998,0.83333331,1,0
"2014",0.5,1,0.66666669,74,1,0.40000001,0.66666669,1,0
"2015",0.2,0.16666667,0.33333334,26,0,0.1,0.16666667,1,0
"2016",0.1,0.5,0,45,0,0.2,0.83333331,0,0
"2017",0.40000001,0.83333331,0.83333331,47,1,0.89999998,0.33333334,0,0
"2018",0.5,0.83333331,0.5,73,0,0.60000002,0.5,0,1
"2019",0.30000001,1,1,57,1,0.60000002,0,1,0
"2020",0.5,1,1,39,1,0.2,0.83333331,1,0
"2021",0.69999999,1,NA,60,0,0.1,0,0,0
"2022",0.5,0.5,0.66666669,60,0,0.5,0.16666667,0,1
"2023",0,0,0,61,1,0.5,0.66666669,1,0
"2024",0.5,0.66666669,0.66666669,52,1,0.60000002,0.5,1,0
"2025",0.5,1,0.66666669,43,0,0.2,0.83333331,0,0
"2026",0.40000001,0.66666669,0.66666669,29,1,0.5,0.83333331,1,0
"2027",0.60000002,0.66666669,0.66666669,74,0,0.5,0.66666669,0,1
"2028",0.1,1,NA,65,0,0.69999999,0.66666669,1,0
"2029",0.69999999,1,1,37,0,0.69999999,0.5,0,1
"2030",0.80000001,0.83333331,0.66666669,70,0,NA,0.66666669,0,1
"2031",0.40000001,0.83333331,0.5,50,0,0.30000001,0.16666667,0,0
"2032",0.5,0.83333331,0.5,22,1,0,0.33333334,1,0
"2033",0.60000002,0.66666669,0.5,38,1,0.69999999,0.16666667,0,1
"2034",0.1,0.66666669,0.83333331,73,1,0.30000001,0.66666669,1,0
"2035",0.30000001,1,0.66666669,63,0,0.40000001,0.16666667,0,1
"2036",1,0.83333331,0.5,74,0,1,1,0,1
"2037",0.5,NA,0.5,59,1,0.2,0,0,0
"2038",1,0.83333331,0.66666669,46,1,0.2,0.16666667,1,0
"2039",0.5,NA,0.66666669,60,1,0.1,0.33333334,1,0
"2040",0.30000001,0.83333331,0.16666667,31,1,NA,0.33333334,0,1
"2041",0.5,0.5,0.5,25,0,0.2,0.33333334,1,0
"2042",0.40000001,0.5,NA,72,1,NA,0.66666669,1,0
"2043",0.30000001,0.66666669,0.66666669,21,1,0.5,0.33333334,0,1
"2044",0.2,0.83333331,NA,60,1,0.5,0.16666667,1,0
"2045",0.5,0.83333331,NA,57,0,0.69999999,0.16666667,1,0
"2046",0.69999999,1,0.83333331,69,0,1,0.83333331,0,1
"2047",0.5,0.5,0.5,50,0,0.80000001,0.16666667,0,1
"2048",0.5,0.83333331,NA,61,0,0.1,0,0,0
"2049",0.5,NA,0.83333331,65,0,0.40000001,0.66666669,1,0
"2050",0.60000002,0.83333331,0.83333331,52,1,1,0.83333331,1,0
"2051",1,1,1,65,1,1,0.83333331,0,1
"2052",0.40000001,NA,0.5,68,0,0.80000001,0.16666667,1,0
"2053",0.5,0.83333331,0.5,22,0,0.1,0.33333334,0,0
"2054",0.5,1,1,63,0,0.89999998,0.16666667,1,0
"2055",0.40000001,0.66666669,0.83333331,60,1,0.1,0.16666667,0,1
"2056",0.40000001,0.66666669,0.16666667,58,0,NA,0.33333334,1,0
"2057",0.5,0.83333331,0.83333331,56,1,0.1,0.16666667,1,0
"2058",0.40000001,0.66666669,0.83333331,46,1,0.2,0,0,0
"2059",0.5,0.66666669,0.66666669,25,0,0.2,0.16666667,0,1
"2060",0.40000001,0.16666667,0.5,57,0,1,0.16666667,1,0
"2061",0.80000001,0.33333334,0.66666669,23,1,0,0,1,0
"2062",0.30000001,0.16666667,0.5,56,0,0.1,0.66666669,1,0
"2063",0.40000001,0.16666667,0.66666669,32,1,0.40000001,0.5,1,0
"2064",0.5,NA,NA,20,1,NA,0.33333334,0,0
"2065",0.5,0.83333331,0.5,49,0,0.30000001,0,0,1
"2066",0.40000001,NA,0.83333331,22,0,0.2,0.33333334,1,0
"2067",0.2,0.33333334,0.66666669,55,0,0.30000001,0.33333334,1,0
"2068",0.2,0.66666669,0.5,55,1,0.60000002,0.33333334,0,1
"2069",0.40000001,NA,0.5,72,0,0.60000002,0.66666669,1,0
"2070",0.2,0.5,0.5,56,1,0.2,0.5,1,0
"2071",0.5,0.83333331,0.83333331,63,1,0.80000001,0.66666669,1,0
"2072",0.1,0.83333331,0.16666667,40,0,0.69999999,0.16666667,0,0
"2073",0.5,0.66666669,0.66666669,40,0,0.60000002,0.83333331,1,0
"2074",0.30000001,0.66666669,0.16666667,32,1,NA,0,1,0
"2075",0.5,0.83333331,1,48,1,NA,0.66666669,0,1
"2076",0.69999999,1,0.66666669,59,1,NA,0,0,1
"2077",0.5,0.66666669,0.66666669,71,0,0.69999999,0.66666669,0,0
"2078",0.5,0.66666669,0.83333331,33,1,0.5,0.83333331,1,0
"2079",1,1,1,41,1,1,0.83333331,0,1
"2080",0.5,0.83333331,0.83333331,48,0,NA,0.83333331,0,1
"2081",0.5,1,1,62,1,0.30000001,0,1,0
"2082",0.5,0.83333331,0.5,55,1,0.80000001,0.66666669,0,1
"2083",0.5,0.66666669,0.66666669,50,0,1,0.83333331,1,0
"2084",0.5,0.66666669,0.83333331,63,1,0.30000001,0.66666669,1,0
"2085",0,0.66666669,0.33333334,68,1,NA,0.5,1,0
"2086",0,1,1,62,1,0.1,0,1,0
"2087",1,NA,0.83333331,72,1,NA,0.5,1,0
"2088",0.60000002,0.83333331,0.83333331,52,0,0,0.16666667,0,1
"2089",0.40000001,1,0.66666669,29,0,0.1,0.66666669,1,0
"2090",1,0.83333331,0.83333331,58,0,0.69999999,0.16666667,0,1
"2091",0.5,0.66666669,0.33333334,36,0,0.30000001,0.16666667,1,0
"2092",0.2,0.83333331,0.83333331,26,1,0.30000001,0.66666669,1,0
"2093",0.5,0,0.66666669,46,0,0.60000002,0.16666667,0,1
"2094",1,0.66666669,0.66666669,46,1,0.89999998,0.83333331,0,0
"2095",0.40000001,0.83333331,0.83333331,51,0,0.89999998,0.66666669,1,0
"2096",0.40000001,0.5,0.16666667,40,1,0.1,0.33333334,1,0
"2097",0.5,0.66666669,0.5,58,1,NA,0.5,0,1
"2098",0.89999998,NA,0.33333334,67,1,NA,0,0,0
"2099",0,0.5,0.33333334,45,0,0.69999999,0.83333331,0,1
"2100",0.30000001,0.83333331,0.5,59,0,0.80000001,0.16666667,1,0
"2101",0.5,0.66666669,0.83333331,49,1,0.5,0.16666667,0,0
"2102",0.5,NA,0.5,65,1,0.1,0.33333334,1,0
"2103",1,1,1,63,1,0.40000001,0.16666667,0,1
"2104",0.80000001,1,0.66666669,68,0,0.60000002,0.33333334,0,1
"2105",0.5,NA,NA,56,1,1,0.5,0,1
"2106",0.30000001,0.66666669,0.66666669,30,0,0.60000002,0.16666667,1,0
"2107",0.2,0.83333331,0.66666669,42,1,0.60000002,0.66666669,1,0
"2108",0.60000002,NA,NA,49,1,0.89999998,0.66666669,0,1
"2109",1,0.66666669,0.5,68,1,0.30000001,0.16666667,0,1
"2110",0.5,NA,NA,21,1,NA,0.83333331,0,0
"2111",0.60000002,0.5,0.33333334,44,1,NA,0.66666669,0,1
"2112",0.40000001,0.83333331,0.66666669,38,0,0.80000001,0.83333331,0,0
"2113",1,0.83333331,0.83333331,19,0,0.69999999,0.33333334,1,0
"2114",0,NA,NA,56,0,0.30000001,0.33333334,1,0
"2115",0.5,0.83333331,0.5,36,0,0.5,0.33333334,0,1
"2116",0.2,1,0.83333331,67,0,NA,0.66666669,1,0
"2117",1,0.5,0.16666667,33,0,0.80000001,0.33333334,0,1
"2118",0.30000001,0.66666669,0.5,68,0,0.5,0.66666669,1,0
"2119",0.2,1,1,40,1,0.30000001,0.16666667,0,0
"2120",0.5,0.5,0.5,20,0,NA,0.33333334,0,1
"2121",0.40000001,0.83333331,0.66666669,66,0,0.40000001,0.16666667,0,1
"2122",0.80000001,0.83333331,0.66666669,55,1,0.5,0.16666667,0,1
"2123",0.40000001,1,0.66666669,70,0,0.2,0.16666667,0,1
"2124",0.30000001,1,0.5,18,1,NA,0.33333334,1,0
"2125",0.5,0.66666669,0.33333334,44,0,0.69999999,0.16666667,1,0
"2126",0.80000001,0.66666669,0.83333331,35,0,NA,0.16666667,0,1
"2127",0.80000001,0.5,0.5,20,1,NA,0.33333334,0,0
"2128",0.69999999,1,1,23,1,0.2,0.33333334,0,1
"2129",0,0.5,0,48,NA,NA,0.16666667,0,1
"2130",0.5,1,1,71,0,0.30000001,0.16666667,1,0
"2131",0.2,0.83333331,0.83333331,64,0,NA,0.16666667,1,0
"2132",0.60000002,0.83333331,0.83333331,68,1,NA,0.16666667,0,1
"2133",0.5,0.66666669,0.33333334,65,0,0.1,0.16666667,1,0
"2134",0.30000001,0.66666669,0.83333331,57,1,0.40000001,0,1,0
"2135",0.30000001,0.83333331,0.66666669,61,0,0.60000002,0.16666667,1,0
"2136",0.40000001,0.66666669,0.5,42,1,0.1,0.33333334,0,0
"2137",0,0,0,73,0,NA,0,0,1
"2138",0.5,0.66666669,0.5,62,1,0.30000001,0.33333334,0,1
"2139",0.5,0.83333331,0.66666669,74,0,NA,0.66666669,0,1
"2140",0.5,0.83333331,0.5,49,1,0.1,0,0,1
"2141",0.2,0.16666667,0.33333334,66,1,0.30000001,0.66666669,1,0
"2142",0.5,0.83333331,0.83333331,49,1,0.2,0,0,0
"2143",0.5,0.66666669,0.16666667,63,0,0.60000002,0.16666667,1,0
"2144",0.69999999,0.66666669,0.66666669,49,1,0.30000001,0.16666667,0,1
"2145",0.5,0.66666669,0.16666667,63,0,0.60000002,0.16666667,0,0
"2146",0.5,NA,NA,64,1,0.60000002,0.66666669,1,0
"2147",1,0.83333331,0.5,54,0,NA,0.16666667,0,1
"2148",0.5,0.16666667,0.5,47,0,0.30000001,0.33333334,0,1
"2149",0.5,0.66666669,0.33333334,73,0,0.30000001,0.66666669,1,0
"2150",0,0.5,0.5,44,0,0.60000002,0.16666667,1,0
"2151",0.80000001,0.66666669,0.83333331,22,0,0.1,0.33333334,0,1
"2152",0.5,0.83333331,0.5,49,0,0.5,0.83333331,1,0
"2153",1,0.83333331,1,48,0,0.60000002,0.16666667,0,1
"2154",0.60000002,0.66666669,0.5,30,1,0.30000001,0.16666667,0,0
"2155",0.5,0.5,0.5,23,1,0.2,0.33333334,0,0
"2156",0.1,0.5,0.5,60,0,NA,0.66666669,0,0
"2157",0.5,0.66666669,0.83333331,63,0,0.1,0.16666667,1,0
"2158",0.2,0.83333331,0.83333331,53,0,0.1,0,0,0
"2159",0.2,0.83333331,1,21,0,0,0.33333334,1,0
"2160",0.60000002,0.5,0.5,72,0,0.40000001,0.66666669,1,0
"2161",0,0.83333331,0.83333331,45,1,0.40000001,0.66666669,0,1
"2162",0,0,0,63,1,0.2,0.66666669,0,0
"2163",0.40000001,0.66666669,0.5,30,1,0.1,0,0,1
"2164",0.5,0.16666667,0.16666667,38,1,NA,0,0,0
"2165",0.30000001,0.5,0.66666669,22,0,0.1,0,0,0
"2166",0.69999999,0.83333331,0.83333331,73,0,0.30000001,0,0,0
"2167",0.5,0.5,0.83333331,24,0,0.2,0,0,1
"2168",0.40000001,0.66666669,0.66666669,34,0,0.1,0.16666667,0,0
"2169",0.60000002,0.83333331,0.83333331,74,1,0.1,0.16666667,0,1
"2170",0.5,NA,NA,56,1,NA,0.16666667,0,0
"2171",0.40000001,0.33333334,0.83333331,47,0,0.5,0.16666667,1,0
"2172",0.1,0.33333334,0.5,40,0,0.40000001,0.16666667,0,1
"2173",0.60000002,1,0.66666669,49,1,1,0.5,0,0
"2174",0.5,0.83333331,0.83333331,49,0,NA,0.16666667,0,1
"2175",0.30000001,0.5,0.66666669,60,1,NA,0.66666669,1,0
"2176",0.5,0.5,0.5,24,1,0,0.16666667,0,0
"2177",0.5,0.66666669,0.66666669,25,1,0.1,0.83333331,0,1
"2178",0.2,0.16666667,0.33333334,24,0,NA,0.33333334,1,0
"2179",0.5,0,0,47,0,0.2,0.16666667,1,0
"2180",0.5,NA,0.5,24,1,0.1,0.33333334,0,0
"2181",0.5,NA,0.16666667,63,0,0.40000001,0.66666669,1,0
"2182",0.5,0.66666669,0.66666669,22,1,0,0.33333334,0,0
"2183",0.5,0.83333331,0.5,49,0,0.1,0.16666667,1,0
"2184",0.60000002,0.66666669,0.83333331,18,1,NA,0,0,0
"2185",0.60000002,0.33333334,0.33333334,61,0,0.2,0,1,0
"2186",0.40000001,0.66666669,0.16666667,52,0,0.2,0.16666667,0,1
"2187",0.5,0.83333331,0.66666669,46,0,0.80000001,0.83333331,1,0
"2188",0.5,0.5,0.33333334,44,0,0.5,0.16666667,1,0
"2189",0,NA,0.16666667,70,0,0.30000001,0.83333331,1,0
"2190",0,0.5,0.16666667,48,1,0.30000001,0.5,0,0
"2191",0.5,0.66666669,0.5,20,0,NA,0.33333334,1,0
"2192",0.5,0.5,0.5,44,0,0.60000002,0.16666667,1,0
"2193",0.69999999,0.83333331,0.83333331,33,0,0.60000002,1,0,1
"2194",0.2,0.16666667,0.33333334,45,0,NA,0.5,1,0
"2195",0,0,0,51,1,0,0.66666669,0,0
"2196",0.5,0.33333334,0.5,38,0,0.2,0.16666667,0,1
"2197",0.1,0.66666669,0.33333334,65,0,0.5,0.66666669,1,0
"2198",0.60000002,0.83333331,0.66666669,42,0,0.2,0.5,0,1
"2199",0.5,0.83333331,0.66666669,71,0,0.40000001,0.5,0,1
"2200",0.5,NA,NA,50,1,0.2,0.66666669,0,0
"2201",0.5,0.83333331,0.83333331,56,1,0.80000001,0.5,0,1
"2202",0.40000001,1,0.5,38,1,NA,0.83333331,0,1
"2203",0.5,1,0.83333331,44,0,0.1,0.16666667,0,1
"2204",0.40000001,0.83333331,0.66666669,56,0,0.5,0.16666667,0,1
"2205",0.60000002,0.66666669,0.5,40,0,0.30000001,0.66666669,0,1
"2206",0.5,0.66666669,0.5,48,0,NA,0.66666669,0,0
"2207",0.5,0.66666669,0.33333334,73,0,0.30000001,0,0,1
"2208",0.60000002,0.5,0.5,73,0,0.2,0.16666667,0,1
"2209",0.80000001,0.33333334,0.5,54,0,0.80000001,0.16666667,1,0
"2210",0.2,0.66666669,0.5,66,1,0.1,0.66666669,0,0
"2211",1,0.83333331,0.83333331,26,0,0.40000001,0.66666669,0,1
"2212",0.40000001,0.66666669,NA,54,0,0.1,0.66666669,0,1
"2213",0.69999999,0.33333334,0.5,33,0,0.5,0.83333331,0,0
"2214",1,0.83333331,0.5,54,0,1,0.83333331,0,1
"2215",0.5,0.83333331,0.66666669,66,0,0.1,0,0,1
"2216",0.89999998,1,0.83333331,44,0,0.40000001,0.5,0,1
"2217",0.5,1,1,57,1,0.30000001,0.33333334,0,0
"2218",0.69999999,0.5,0.66666669,68,0,0.60000002,0.83333331,0,1
"2219",0,0.5,0.16666667,56,0,0.60000002,0.83333331,1,0
"2220",0.5,0.83333331,1,65,1,0.1,0.66666669,0,0
"2221",0,0,0.5,52,0,0.5,0.16666667,1,0
"2222",0.5,0.83333331,0.66666669,62,0,0.2,0.83333331,0,1
"2223",1,NA,NA,59,1,NA,0.5,0,0
"2224",0,NA,NA,29,1,0,0.83333331,1,0
"2225",0.5,1,0.83333331,52,1,NA,0.66666669,0,0
"2226",0,0.66666669,NA,50,1,0.89999998,0.66666669,1,0
"2227",0,0.5,0.16666667,42,1,0.2,0.16666667,1,0
"2228",0.5,0.83333331,0.83333331,64,1,0.1,0.66666669,1,0
"2229",0.5,0.33333334,NA,42,0,0.30000001,0,0,0
"2230",0.5,1,NA,58,1,0.2,0.16666667,0,0
"2231",0.69999999,1,0.83333331,66,0,0.60000002,0.66666669,0,1
"2232",0.5,0.66666669,0.5,46,0,0.80000001,0.16666667,1,0
"2233",0.40000001,0.16666667,0,63,1,0.40000001,0.66666669,1,0
"2234",0.80000001,1,0.5,48,0,0.80000001,0.33333334,0,1
"2235",0.60000002,1,1,62,0,0.30000001,0.83333331,0,1
"2236",0.2,0.66666669,0.5,62,1,NA,0.83333331,1,0
"2237",0,0.66666669,0.5,52,1,0.40000001,0.5,0,0
"2238",0.30000001,0.5,0.5,66,0,0.2,0.66666669,0,1
"2239",0.40000001,NA,0.66666669,18,1,NA,0,0,1
"2240",0.40000001,0.16666667,0,44,0,0.30000001,0.16666667,1,0
"2241",0.69999999,0.83333331,0.5,31,0,0.1,0.83333331,0,1
"2242",0,0.5,0.83333331,70,1,0.2,0.83333331,1,0
"2243",0.5,0.5,0.5,23,0,1,0.33333334,0,1
"2244",0.5,0.83333331,0.66666669,30,1,0.30000001,0.66666669,1,0
"2245",0.40000001,0.83333331,0.5,55,0,1,0.66666669,0,1
"2246",0.40000001,0.83333331,0.5,34,0,0.80000001,0.83333331,1,0
"2247",0.30000001,0.16666667,0.33333334,45,0,0.40000001,0.33333334,1,0
"2248",0.40000001,1,0.66666669,46,0,0.69999999,0,0,1
"2249",0.40000001,0.66666669,0.66666669,69,0,0.1,0.16666667,1,0
"2250",0.5,0.66666669,0.66666669,33,0,0,0.5,0,1
"2251",0.5,1,1,72,0,0.60000002,0.66666669,0,0
"2252",0.5,0.5,0.5,54,1,0.60000002,0.33333334,0,1
"2253",0.5,0.83333331,0.66666669,74,0,0.1,0.83333331,1,0
"2254",0.5,0.83333331,0.5,73,1,NA,0.66666669,1,0
"2255",0,1,1,58,0,1,0.33333334,1,0
"2256",0.5,0.66666669,NA,63,1,NA,0.5,0,1
"2257",0.5,0.16666667,0.16666667,68,0,0.30000001,0.83333331,0,1
"2258",0.5,0.83333331,0.83333331,41,0,0.60000002,0.16666667,1,0
"2259",0.89999998,NA,0.5,29,1,0.40000001,0.83333331,0,0
"2260",0,1,1,48,1,NA,0,0,0
"2261",0.5,0.5,0.66666669,47,1,0.2,0,0,0
"2262",0.5,NA,NA,43,0,0.2,0,1,0
"2263",0.5,NA,NA,68,1,0.2,0,1,0
"2264",0.5,NA,NA,49,1,NA,0.16666667,0,0
"2265",0.30000001,0.83333331,0.66666669,19,0,NA,0,0,1
"2266",0.5,NA,0.5,58,1,0.2,0,0,1
"2267",0.5,NA,NA,50,0,0.1,0.16666667,0,0
"2268",0.5,0.83333331,0.83333331,74,1,0.2,0.16666667,0,0
"2269",0.80000001,0.66666669,0.66666669,68,0,0.40000001,0.16666667,0,1
"2270",0.5,NA,NA,61,1,NA,0,0,0
"2271",0.30000001,0.66666669,0.5,34,1,0,0.66666669,0,0
"2272",0.5,NA,NA,74,1,0.2,0.16666667,0,1
"2273",0.80000001,0.66666669,0.66666669,74,1,0.40000001,0.66666669,0,1
"2274",0.40000001,0.5,0.5,35,0,0.1,0.16666667,0,1
"2275",0.5,0.66666669,NA,24,1,0.40000001,0.16666667,0,0
"2276",0.30000001,0.66666669,NA,68,1,NA,0,0,1
"2277",0.30000001,0.66666669,0.66666669,56,1,0.30000001,0,0,0
"2278",0.60000002,0.66666669,NA,72,1,0.30000001,0.5,0,1
"2279",0.80000001,0.83333331,0.83333331,46,1,0.2,0.16666667,0,1
"2280",0.2,0.5,0.16666667,47,0,0.5,0.33333334,0,0
"2281",0.2,0.33333334,0.5,44,0,NA,NA,0,0
"2282",0.60000002,0.33333334,0.33333334,18,0,NA,0,0,0
"2283",0.69999999,NA,NA,22,1,0,0.33333334,0,1
"2284",0.5,0.83333331,NA,67,1,0.1,0,0,1
"2285",0.5,0.66666669,0.83333331,27,0,0.60000002,0.33333334,0,0
"2286",0.5,0.5,0.66666669,43,0,0.2,0.16666667,0,1
"2287",0.5,0.83333331,0.83333331,67,1,0.2,0,0,0
"2288",0.89999998,NA,0.66666669,63,1,0.30000001,0,0,1
"2289",0.5,0.5,0.5,25,0,0.60000002,0.16666667,0,0
"2290",0.5,0.5,0.5,64,1,0.30000001,0.16666667,0,1
"2291",0.5,1,NA,47,0,0.40000001,0.16666667,0,0
"2292",1,0.33333334,0.5,51,0,0.30000001,0.16666667,1,0
"2293",0.69999999,0.5,0.83333331,63,0,0.40000001,0.16666667,1,0
"2294",0.69999999,0.83333331,0.83333331,49,1,0.5,0.16666667,0,1
"2295",0.30000001,0.33333334,0.5,65,0,0.30000001,0,1,0
"2296",0.5,0.66666669,0.66666669,65,0,0.30000001,0,0,0
"2297",0.60000002,0.83333331,0.66666669,72,1,0.30000001,0.16666667,0,1
"2298",0,0.83333331,0.33333334,71,0,0.30000001,0.66666669,0,1
"2299",0.60000002,0.5,0.5,71,1,NA,0.66666669,0,1
"2300",0.5,1,0.66666669,67,0,0.40000001,0.66666669,1,0
"2301",0.60000002,0.5,0.33333334,47,0,NA,0.66666669,0,0
"2302",0.60000002,0.83333331,0.66666669,52,0,0.40000001,0.16666667,0,1
"2303",0.5,NA,NA,71,1,NA,0,NA,NA
"2304",0.5,0.66666669,0.5,30,0,0.40000001,0.16666667,0,0
"2305",0.89999998,1,1,46,0,0.89999998,0.16666667,0,1
"2306",0.40000001,0.83333331,0.83333331,56,0,0.5,0,0,1
"2307",0.5,0.5,0.5,49,1,NA,0.16666667,0,0
"2308",0,0.66666669,0.16666667,35,1,0.30000001,0.33333334,0,1
"2309",0.5,0.83333331,NA,24,0,0.2,0.66666669,1,0
"2310",0.5,0.83333331,0.66666669,66,1,0.40000001,0.16666667,0,0
"2311",0.69999999,0.5,0.5,20,1,0.1,0,0,0
"2312",0.5,0.5,0.5,33,1,NA,0.16666667,1,0
"2313",0.5,0.5,0.5,71,1,0.1,0.16666667,0,0
"2314",0.60000002,0.66666669,0.66666669,36,1,0.5,0.16666667,1,0
"2315",0.5,0.5,0.5,24,1,0.1,0.33333334,1,0
"2316",1,0.83333331,0.66666669,68,0,0.5,0.83333331,0,0
"2317",0.5,0.5,0.5,24,0,0.40000001,0.66666669,1,0
"2318",0.5,1,NA,72,1,NA,0,0,0
"2319",0.2,0.83333331,0.83333331,41,1,0.2,0.16666667,0,1
"2320",0.5,0.83333331,0.5,65,0,0.1,0.83333331,0,0
"2321",0.1,0.83333331,0.83333331,71,1,NA,0.66666669,0,0
"2322",0.1,0.5,0.5,31,0,NA,0.33333334,1,0
"2323",0.40000001,0.66666669,0.16666667,21,0,0.1,0,1,0
"2324",0.60000002,0.66666669,0.66666669,33,0,0.30000001,0.83333331,1,0
"2325",0.60000002,1,0.5,19,0,NA,0,0,1
"2326",0.40000001,0.83333331,0.83333331,20,1,0,0.33333334,0,1
"2327",0.5,1,1,55,0,0.60000002,0,1,0
"2328",0.5,NA,NA,35,0,NA,0.66666669,1,0
"2329",0.80000001,NA,NA,56,1,NA,0,0,1
"2330",0,NA,NA,40,0,0.5,0.66666669,0,1
"2331",0.5,0.83333331,0.5,72,0,NA,0.16666667,1,0
"2332",0.5,0.5,0.5,53,0,NA,0.66666669,0,1
"2333",0.40000001,0.5,0.5,36,1,0.60000002,0,0,1
"2334",0.5,0.66666669,0.66666669,50,1,0.80000001,0.16666667,0,1
"2335",0.5,0.66666669,0.33333334,49,1,NA,0.16666667,0,1
"2336",0.5,0.5,0.5,53,0,NA,0.66666669,0,1
"2337",1,NA,NA,69,1,NA,0,1,0
"2338",0.5,1,0.16666667,26,0,0.60000002,0.33333334,1,0
"2339",0.2,0.66666669,0.5,56,0,0.40000001,0.16666667,1,0
"2340",0.5,0.66666669,0.5,25,0,NA,0.83333331,0,1
"2341",0.5,1,0.83333331,71,0,0.1,0.16666667,0,1
"2342",0.1,1,0.66666669,67,0,0.40000001,0,1,0
"2343",0.5,0.5,0.83333331,48,0,0.30000001,0.16666667,1,0
"2344",0.5,0.83333331,0.66666669,68,0,0.69999999,0.83333331,1,0
"2345",0.5,0.83333331,NA,44,0,0.69999999,0.16666667,1,0
"2346",0.30000001,0.83333331,0.66666669,41,1,0.2,0.66666669,1,0
"2347",1,0.66666669,0.66666669,53,1,NA,0.66666669,0,1
"2348",0.60000002,0.66666669,0.5,73,0,0.60000002,0.66666669,0,1
"2349",0.5,0.66666669,0.5,64,0,1,0.16666667,0,1
"2350",0.5,0.66666669,0.5,38,0,0.2,0,0,0
"2351",0.69999999,0.83333331,NA,26,1,NA,0.66666669,0,1
"2352",0.2,0.66666669,0.5,47,0,0.69999999,0.16666667,0,0
"2353",0.5,NA,NA,61,0,0.40000001,0,0,0
"2354",0.60000002,0.5,0.5,76,0,1,0.33333334,0,1
"2355",0.60000002,1,0.83333331,46,1,0.80000001,0.66666669,0,1
"2356",0.5,0.83333331,0.66666669,58,1,NA,0.66666669,0,0
"2357",0.5,0.83333331,0.83333331,51,0,0.40000001,0.16666667,0,0
"2358",0.89999998,0.66666669,0.83333331,48,1,NA,0.5,0,1
"2359",0.69999999,1,1,53,1,0.60000002,0.16666667,1,0
"2360",1,0.83333331,0.16666667,64,1,NA,0,1,0
"2361",0.89999998,0.33333334,0.5,28,0,0.89999998,0.33333334,0,1
"2362",0.69999999,0.33333334,0.5,46,1,0.60000002,0.83333331,0,1
"2363",0.2,1,0.5,50,1,0.5,0.16666667,0,0
"2364",0.2,0.33333334,0,49,1,NA,0,1,0
"2365",0.60000002,0.5,0.5,64,0,0.69999999,0.16666667,0,1
"2366",0.5,0.33333334,0.5,65,0,0.69999999,0.5,0,1
"2367",0.5,0.83333331,0.5,34,0,0.80000001,0.33333334,0,1
