techzip2,groupcat1,groupcat2,group_placzcat21,group_placzcat22,group_placzcat23,indian_traits,threatened2,dscore2,female,age,married,pid,educ,racewhite,income2,h1bvisas_scale,agesq,h1bvisas_indicator
1,1,0,1,0,0,.55000001,.25,.83103973,0,.027777778,0,.60000002,.2,0,,.75,.00077160494,1
1,0,1,0,0,1,.55000001,0,.46901953,0,.30555555,1,1,.40000001,0,.33333334,.5,.093364194,1
1,0,0,0,1,0,.34999999,.25,.52086669,0,.66666669,1,.2,1,1,1,1,.44444448,1
1,1,0,1,0,0,.5,0,.41460091,0,.041666668,0,.80000001,.60000002,0,0,1,.0017361112,1
1,0,0,0,0,0,.25,0,.41696736,0,.375,1,.60000002,1,1,1,1,.140625,1
1,1,0,1,0,0,.2,.75,.71925545,1,.22222222,0,1,.60000002,1,0,.25,.049382716,0
1,1,0,1,0,0,.69999999,0,.1916389,0,.027777778,0,.2,.40000001,0,0,.5,.00077160494,1
1,0,0,0,0,0,.25,.5,.6002146,1,.58333331,0,.60000002,.40000001,1,.22222222,0,.34027776,0
1,0,0,0,0,0,,0,.48955294,1,.2361111,0,0,.80000001,1,0,0,.055748455,0
1,1,0,1,0,0,,0,.58185554,0,.375,0,1,.40000001,1,0,.75,.140625,1
1,0,0,0,1,0,.5,.75,.94386625,1,.2638889,1,.60000002,.2,1,0,0,.069637351,0
1,0,0,0,0,0,,0,.60273236,1,.027777778,0,.40000001,.40000001,1,0,1,.00077160494,1
1,0,0,0,0,0,.40000001,.5,.67640096,1,.25,0,.2,.60000002,0,.11111111,.5,.0625,1
1,1,0,1,0,0,.44999999,.25,.56936687,1,.68055558,0,.60000002,.80000001,1,.11111111,.75,.4631559,1
1,1,0,1,0,0,.5,.5,.5786258,1,.20833333,0,.60000002,.40000001,0,0,0,.043402776,0
1,0,0,0,0,0,.5,0,.58407909,0,.20833333,0,.60000002,.2,0,.33333334,0,.043402776,0
0,1,0,1,0,0,.85000002,.75,.64893699,1,.47222221,0,0,.40000001,1,.44444445,0,.22299382,0
0,0,0,0,0,0,.25,.25,.54624158,1,.22222222,0,.60000002,.40000001,1,.22222222,.5,.049382716,1
0,1,0,1,0,0,.25,1,.77570695,1,.72222221,0,0,.40000001,1,0,0,.5216049,0
0,0,0,0,0,0,.44999999,1,.70331347,1,.43055555,1,.40000001,.40000001,1,.33333334,.75,.18537809,1
1,0,0,0,0,0,0,.75,.74327636,0,.27777779,1,1,.40000001,1,.44444445,0,.0771605,0
0,1,0,1,0,0,.44999999,.5,.52211267,1,0,0,.40000001,.40000001,1,0,.25,0,0
0,1,0,1,0,0,,0,.37867209,1,.15277778,0,0,.80000001,0,0,.5,.023341049,1
1,1,0,1,0,0,.30000001,1,.52126694,1,.7361111,1,1,.40000001,1,.22222222,0,.54185957,0
1,1,0,1,0,0,.2,.25,.5830512,0,.30555555,1,.40000001,.60000002,1,.11111111,.25,.093364194,0
1,0,0,0,0,0,.5,0,.72422248,1,.11111111,0,0,.2,1,0,.5,.012345679,1
1,1,0,1,0,0,.30000001,.25,.47129169,1,.16666667,1,.60000002,.2,0,0,.5,.02777778,1
1,0,0,0,0,0,.30000001,.5,.48259485,1,.30555555,1,1,.2,1,.33333334,0,.093364194,0
1,1,0,1,0,0,,.25,.097013406,1,.70833331,1,0,.80000001,1,.22222222,.5,.5017361,1
1,1,0,1,0,0,.25,0,.75292718,1,.27777779,1,.60000002,.80000001,0,,1,.0771605,1
1,1,0,1,0,0,,0,.80597162,1,.125,1,.2,.80000001,0,.44444445,.75,.015625,1
1,1,0,1,0,0,.34999999,.25,.57991135,1,.055555556,0,.2,.40000001,0,.11111111,.75,.0030864198,1
1,1,0,1,0,0,.15000001,0,.60788304,1,.6388889,1,0,.60000002,1,0,.75,.40817901,1
1,1,0,1,0,0,.5,.75,.73925138,1,.6388889,0,1,0,1,0,0,.40817901,0
1,0,1,0,0,1,.69999999,.5,.69820815,0,.097222224,1,.60000002,.40000001,1,.22222222,0,.0094521604,0
1,1,0,1,0,0,.34999999,.75,.29662168,0,.5,0,.60000002,1,0,0,0,.25,0
1,1,0,1,0,0,.2,0,.62770534,1,.54166669,1,0,.40000001,1,.11111111,.75,.29340279,1
1,1,0,1,0,0,.40000001,.75,.53978127,0,.55555558,1,1,.80000001,1,.11111111,.25,.308642,0
1,1,0,1,0,0,.75,.75,.55553287,0,.375,1,.80000001,.60000002,1,0,.25,.140625,0
1,0,0,0,0,0,,1,.79762542,0,.33333334,1,1,.80000001,1,.77777779,.5,.11111112,1
1,1,0,1,0,0,.5,1,.68696648,0,.5,0,.80000001,.40000001,0,0,0,.25,0
1,0,0,0,0,0,0,0,.26570845,1,.55555558,0,.40000001,1,0,.22222222,.5,.308642,1
1,1,0,1,0,0,.25,.25,.7050516,1,.125,1,.60000002,.2,0,0,.5,.015625,1
1,0,0,0,0,0,.25,.5,.50342119,1,.43055555,0,1,.60000002,1,0,.5,.18537809,1
1,0,0,0,1,0,.2,.5,.89990318,1,.30555555,0,.2,.80000001,1,0,.25,.093364194,0
1,0,0,0,0,0,.5,.5,.53539467,1,.5138889,1,.80000001,.40000001,0,.55555558,0,.26408181,0
1,1,0,1,0,0,.44999999,.75,.35303873,1,.3888889,1,.80000001,.40000001,1,0,0,.15123457,0
1,0,0,0,0,0,.34999999,1,.61248547,0,.52777779,0,1,.40000001,1,0,0,.2785494,0
1,1,0,1,0,0,.5,1,.4297666,1,.43055555,0,.80000001,.60000002,1,0,.25,.18537809,0
1,1,0,1,0,0,.2,.5,.78470689,1,.69444442,1,.2,.80000001,1,.11111111,.25,.48225304,0
1,1,0,1,0,0,.25,1,.59128237,1,.45833334,0,.2,.40000001,1,0,.5,.21006945,1
1,1,0,1,0,0,.34999999,.75,.51969564,0,.70833331,1,1,.80000001,1,.55555558,.5,.5017361,1
0,1,0,1,0,0,,.25,.88489866,1,.31944445,0,.60000002,.80000001,1,0,.25,.10204475,0
0,0,0,0,0,0,.5,.75,.58568406,0,.41666666,0,.80000001,.2,1,.22222222,.25,.1736111,0
1,0,0,0,0,0,.25,.25,.78269005,1,.41666666,0,0,.40000001,0,.55555558,.5,.1736111,1
1,1,0,1,0,0,,.75,.59043556,1,.40277779,1,.60000002,.80000001,0,.33333334,.75,.16222996,1
0,1,0,1,0,0,.5,.5,.75592172,1,.6388889,1,1,1,1,.33333334,.5,.40817901,1
0,0,1,0,0,1,.050000001,.25,.56583619,0,.5,0,0,.80000001,1,.66666669,.5,.25,1
0,1,0,1,0,0,.55000001,1,.43157399,1,.013888889,0,.2,.40000001,0,,.25,.00019290124,0
1,1,0,1,0,0,.44999999,.25,.8341527,1,.4861111,0,.2,.80000001,1,.33333334,.25,.236304,0
1,0,0,0,0,0,.40000001,.5,.61337483,0,.40277779,0,.2,.60000002,1,.66666669,.25,.16222996,0
1,1,0,1,0,0,.34999999,.25,.70540684,0,.68055558,1,.60000002,.60000002,1,.44444445,.25,.4631559,0
1,1,0,1,0,0,.34999999,.5,.72766626,1,.69444442,1,0,.40000001,1,,.25,.48225304,0
1,1,0,1,0,0,.25,0,.83461541,0,.58333331,1,.2,.80000001,1,1,.25,.34027776,0
1,0,0,0,0,0,.34999999,0,.24602781,1,.16666667,0,.40000001,.40000001,1,.11111111,.25,.02777778,0
1,0,0,0,0,0,.60000002,.5,.76400942,1,.069444448,0,.60000002,.2,0,.33333334,.25,.0048225312,0
1,0,0,0,0,0,.25,.25,.68614274,1,.3888889,0,.40000001,.2,1,0,0,.15123457,0
1,1,0,1,0,0,,.5,.50934434,0,.58333331,0,0,.80000001,0,.77777779,0,.34027776,0
1,1,0,1,0,0,.44999999,0,.82874078,1,.30555555,0,.40000001,.2,1,.22222222,.75,.093364194,1
1,1,0,1,0,0,.30000001,.25,.60266626,1,.083333336,0,.80000001,.40000001,0,.55555558,.5,.006944445,1
1,0,0,0,0,0,.55000001,.5,.75963503,0,.43055555,0,.40000001,.80000001,1,.11111111,0,.18537809,0
1,0,0,0,0,0,.15000001,.5,.6777823,1,.5,1,0,.80000001,0,1,.25,.25,0
1,1,0,1,0,0,.2,.5,.44454503,1,.58333331,0,.2,1,0,0,0,.34027776,0
1,1,0,1,0,0,.30000001,.25,.66964668,1,.45833334,0,0,.80000001,1,.33333334,0,.21006945,0
1,0,0,0,0,0,,.5,.37589112,1,.52777779,0,0,.40000001,1,.44444445,0,.2785494,0
1,0,0,0,1,0,.2,.75,.66409552,1,.59722221,1,.40000001,.60000002,1,.55555558,0,.35667437,0
1,0,0,0,1,0,.25,.5,.26834521,0,.65277779,1,.60000002,.80000001,1,.55555558,.5,.42611885,1
1,0,0,0,1,0,.25,.5,.4723402,1,.11111111,0,.2,.40000001,1,.22222222,.5,.012345679,1
1,1,0,1,0,0,.34999999,.25,.55814099,0,.15277778,0,.60000002,.40000001,0,.11111111,.5,.023341049,1
1,0,0,0,1,0,.30000001,.75,.39447656,1,.52777779,0,0,.40000001,0,.11111111,.25,.2785494,0
1,0,0,0,0,0,.30000001,0,.49221653,1,.58333331,1,0,1,1,1,.75,.34027776,1
1,0,1,0,0,1,.60000002,1,.58240527,0,.3888889,1,.40000001,.40000001,1,.55555558,0,.15123457,0
1,1,0,1,0,0,,.5,.38139924,0,.013888889,0,.40000001,.40000001,0,0,.5,.00019290124,1
1,1,0,1,0,0,.64999998,1,.77183741,0,.69444442,1,1,.60000002,1,.55555558,.25,.48225304,0
1,0,0,0,0,0,.60000002,.5,.28245836,1,.44444445,1,.40000001,.40000001,1,.66666669,.75,.19753087,1
1,1,0,1,0,0,.25,.75,.65775418,1,.65277779,0,0,.60000002,1,0,.5,.42611885,1
1,0,0,0,1,0,.44999999,0,.72442979,1,.6388889,1,0,1,1,1,.75,.40817901,1
1,1,0,1,0,0,.55000001,.5,.67317176,0,.27777779,0,.2,.40000001,0,0,.25,.0771605,0
1,0,0,0,0,0,.34999999,.5,.75097233,0,.52777779,1,.40000001,.40000001,1,.55555558,.5,.2785494,1
1,1,0,1,0,0,.40000001,.75,.5836426,1,.72222221,1,1,.80000001,1,.55555558,0,.5216049,0
1,0,0,0,0,0,,.5,.22217962,0,.083333336,0,.60000002,.80000001,1,.55555558,.75,.006944445,1
1,1,0,1,0,0,.40000001,.25,.53412628,0,.6111111,1,0,1,1,0,.5,.37345678,1
1,1,0,1,0,0,.40000001,.5,.66833776,0,.6111111,1,0,1,1,0,.5,.37345678,1
1,1,0,1,0,0,.050000001,1,.38012451,1,.58333331,0,1,.40000001,1,0,0,.34027776,0
1,0,0,0,1,0,.2,0,.68878424,1,.2638889,1,0,.80000001,1,.66666669,.5,.069637351,1
1,0,0,0,0,0,.34999999,1,.59358519,1,.013888889,1,.2,0,0,0,.75,.00019290124,1
1,1,0,1,0,0,.60000002,.75,.29465517,1,.70833331,1,0,.40000001,0,0,.25,.5017361,0
1,1,0,1,0,0,.34999999,.5,.49918652,0,.69444442,0,.40000001,1,0,.8888889,.25,.48225304,0
1,1,0,1,0,0,.30000001,.75,.66244954,1,.81944442,1,1,.80000001,1,.55555558,0,.67148918,0
1,1,0,1,0,0,.55000001,1,.51754403,1,.3888889,0,.2,.2,1,.11111111,0,.15123457,0
1,1,0,1,0,0,.64999998,1,.7440455,1,.45833334,0,0,.2,1,0,0,.21006945,0
1,0,0,0,0,0,.80000001,.5,.4610185,0,.3888889,1,.60000002,0,1,.44444445,0,.15123457,0
1,1,0,1,0,0,0,0,.56472784,0,.2361111,0,.40000001,.2,0,0,1,.055748455,1
1,0,0,0,0,0,.5,.75,.57063228,1,.3611111,0,.80000001,.40000001,1,.22222222,.25,.13040122,0
1,1,0,1,0,0,.40000001,1,.60955906,0,.65277779,1,.60000002,.80000001,1,,0,.42611885,0
1,0,0,0,0,0,.30000001,.75,.42689142,1,.56944442,0,0,.2,1,0,0,.32426694,0
1,1,0,1,0,0,.60000002,1,.63554198,0,.7361111,1,1,.40000001,1,1,.5,.54185957,1
1,0,0,0,0,0,.5,1,.89334953,1,.625,0,0,.40000001,1,.22222222,0,.390625,0
1,0,0,0,0,0,.25,.25,.78857893,1,.65277779,0,.80000001,.60000002,1,.66666669,0,.42611885,0
1,1,0,1,0,0,.40000001,.5,.54630446,0,.54166669,0,0,.40000001,1,0,.5,.29340279,1
1,1,0,1,0,0,.5,.25,.56353879,1,.68055558,0,.60000002,1,0,0,.5,.4631559,1
1,1,0,1,0,0,.94999999,.5,.58832157,0,.56944442,0,0,.60000002,1,0,0,.32426694,0
1,0,0,0,0,0,.69999999,1,.61127752,0,.52777779,1,.60000002,.80000001,1,.33333334,.5,.2785494,1
1,0,0,0,0,0,.60000002,0,.49756908,1,.31944445,1,.40000001,.2,0,.22222222,.5,.10204475,1
1,1,0,1,0,0,.5,0,.42370665,0,.6388889,0,.40000001,1,1,.22222222,1,.40817901,1
1,0,0,0,0,0,.34999999,0,.691118,1,.15277778,1,.40000001,1,1,1,1,.023341049,1
1,0,0,0,0,0,.34999999,.5,.35630697,1,.29166666,1,.2,.40000001,1,.66666669,.25,.08506944,0
1,1,0,1,0,0,.94999999,.75,.070760466,0,.055555556,0,.60000002,.60000002,0,.22222222,.75,.0030864198,1
1,1,0,1,0,0,.25,0,.66785228,0,.68055558,0,.80000001,.40000001,1,.11111111,.75,.4631559,1
1,1,0,1,0,0,.25,0,.73236257,0,.56944442,0,.40000001,.80000001,1,0,.5,.32426694,1
1,1,0,1,0,0,.40000001,0,.69079316,0,.66666669,0,0,.40000001,1,0,.5,.44444448,1
1,1,0,1,0,0,.55000001,.25,.74582869,0,.83333331,1,0,1,1,0,1,.69444442,1
1,0,0,0,1,0,,0,.71941853,0,.6111111,1,0,1,1,1,1,.37345678,1
1,1,0,1,0,0,.30000001,0,.54881436,0,.52777779,0,0,.80000001,1,0,.25,.2785494,0
1,0,0,0,0,0,.25,.5,.56280649,1,.041666668,0,.2,.40000001,1,,.5,.0017361112,1
1,1,0,1,0,0,.1,0,.60420424,1,.375,0,0,.40000001,1,0,.75,.140625,1
1,1,0,1,0,0,.34999999,0,.45554289,1,.58333331,0,0,.80000001,1,.77777779,.75,.34027776,1
1,1,0,1,0,0,.30000001,0,.74151474,1,.6111111,0,.2,.80000001,0,.22222222,.5,.37345678,1
1,0,0,0,1,0,.60000002,.5,.46086738,1,.30555555,1,.60000002,.80000001,0,.66666669,.25,.093364194,0
1,0,0,0,0,0,.30000001,.25,.46058106,1,.2638889,0,0,.80000001,1,.44444445,.75,.069637351,1
1,0,0,0,0,0,.25,.25,.67994773,1,.45833334,0,.40000001,.80000001,1,.66666669,.5,.21006945,1
1,0,0,0,0,0,.1,0,.50597155,1,.58333331,0,0,.60000002,0,.33333334,0,.34027776,0
1,0,0,0,1,0,.1,.5,.50909805,0,.54166669,0,.40000001,.80000001,1,0,.25,.29340279,0
1,1,0,1,0,0,.5,.5,.5245055,1,.125,1,.80000001,.40000001,0,.44444445,.75,.015625,1
1,1,0,1,0,0,.25,0,.50747788,1,.41666666,0,0,.60000002,0,0,.5,.1736111,1
1,1,0,1,0,0,.050000001,.5,.70135152,1,.34722221,1,1,.2,0,.11111111,1,.12056326,1
1,0,0,0,0,0,.34999999,.25,.6271562,1,.52777779,0,0,.80000001,1,.33333334,.25,.2785494,0
1,1,0,1,0,0,.34999999,.5,.66535747,0,.375,0,0,1,1,1,.5,.140625,1
1,0,1,0,0,1,.30000001,0,.26108322,0,.44444445,0,.2,1,1,.44444445,.75,.19753087,1
1,0,0,0,0,0,0,0,.49690658,1,.125,0,0,.80000001,1,.11111111,.5,.015625,1
1,0,0,0,0,0,.5,.25,.51278996,1,.6388889,0,0,.80000001,1,.55555558,.5,.40817901,1
1,1,0,1,0,0,.44999999,1,.68372178,1,.027777778,0,.40000001,.40000001,0,0,0,.00077160494,0
1,1,0,1,0,0,,.25,.57424343,1,.097222224,0,.40000001,.80000001,1,0,.5,.0094521604,1
1,0,1,0,0,1,.15000001,0,.51237452,0,.70833331,1,.40000001,1,1,.8888889,.75,.5017361,1
1,1,0,1,0,0,,.5,.62058067,1,.56944442,1,0,.2,0,0,.25,.32426694,0
1,0,0,0,1,0,.30000001,.5,.586815,1,.40277779,1,0,.80000001,0,.44444445,.5,.16222996,1
1,0,0,0,0,0,.2,0,.73544788,1,.6388889,1,0,.40000001,1,1,.5,.40817901,1
1,1,0,1,0,0,.30000001,.5,.5370186,1,.027777778,0,.2,0,0,.11111111,.5,.00077160494,1
1,1,0,1,0,0,.5,.5,.43674684,0,.47222221,1,0,.40000001,0,.11111111,.25,.22299382,0
1,1,0,1,0,0,.40000001,.5,.58767998,1,.31944445,1,0,.2,1,.22222222,.75,.10204475,1
1,1,0,1,0,0,,.5,.42429322,1,.069444448,1,1,.2,0,.55555558,.75,.0048225312,1
1,0,0,0,0,0,,.5,.4473964,0,.41666666,0,.80000001,1,0,.8888889,.5,.1736111,1
1,0,0,0,0,0,.2,0,.36118385,0,.6111111,0,0,1,1,.66666669,.5,.37345678,1
1,0,0,0,0,0,.25,.5,.30707106,0,.47222221,0,.40000001,.40000001,1,0,0,.22299382,0
1,0,0,0,0,0,.30000001,.5,.65251702,1,.5,1,0,.60000002,1,.55555558,0,.25,0
1,0,0,0,0,0,.44999999,.5,.35295996,1,.27777779,0,0,.40000001,1,.44444445,.5,.0771605,1
1,0,0,0,0,0,.5,0,.77409536,1,.11111111,0,.2,.60000002,0,.11111111,.25,.012345679,0
1,0,0,0,0,0,.40000001,.5,.5049057,0,.41666666,1,.60000002,.80000001,1,1,.5,.1736111,1
0,0,1,0,0,1,.2,0,.63254559,0,.68055558,1,0,.80000001,1,1,.5,.4631559,1
1,0,0,0,0,0,.25,.75,.63668448,1,.33333334,0,1,.60000002,1,.55555558,.25,.11111112,0
1,1,0,1,0,0,0,0,.54680157,1,.6111111,1,0,.80000001,1,.8888889,.5,.37345678,1
1,1,0,1,0,0,.75,0,.6481306,1,.625,0,.2,.40000001,1,0,0,.390625,0
1,1,0,1,0,0,.2,.5,.5144152,0,.27777779,0,1,.2,1,.44444445,.25,.0771605,0
1,0,0,0,0,0,,.5,.46839273,0,.34722221,1,1,.40000001,1,.66666669,.5,.12056326,1
1,1,0,1,0,0,.5,.5,.5386951,0,.1388889,0,.40000001,.80000001,0,1,.5,.019290125,1
1,0,1,0,0,1,.050000001,1,.59526068,0,.43055555,0,.2,.40000001,1,.55555558,0,.18537809,0
1,0,0,0,0,0,.15000001,.25,.24129002,0,.54166669,1,.60000002,.40000001,1,1,.5,.29340279,1
1,1,0,1,0,0,.2,0,.30223766,1,.30555555,1,1,.80000001,1,.77777779,.25,.093364194,0
1,0,1,0,0,1,.5,.75,.4549984,0,.18055555,0,.60000002,0,0,.44444445,0,.032600306,0
1,1,0,1,0,0,.25,.25,.90770072,1,.40277779,0,.80000001,.2,1,.33333334,.75,.16222996,1
1,1,0,1,0,0,.15000001,.25,.74078107,0,.875,0,.80000001,1,1,,1,.765625,1
1,0,0,0,1,0,.34999999,0,.46130913,1,.5138889,0,0,1,1,1,.5,.26408181,1
1,1,0,1,0,0,.40000001,0,.308238,1,.25,1,.40000001,.40000001,1,.22222222,.5,.0625,1
1,0,0,0,0,0,,.25,.27512175,1,0,0,.2,0,1,0,.25,0,0
1,1,0,1,0,0,.80000001,.25,.86199099,1,.40277779,1,1,.2,1,.44444445,.5,.16222996,1
1,0,0,0,1,0,.2,1,.64748335,1,.6388889,1,.80000001,.60000002,1,1,0,.40817901,0
1,0,1,0,0,1,.55000001,.25,.61542165,0,.6111111,1,.80000001,.80000001,1,.44444445,0,.37345678,0
1,0,0,0,0,0,.5,.75,.68150437,1,.34722221,1,.80000001,.40000001,1,.44444445,.5,.12056326,1
1,1,0,1,0,0,.5,1,.74182326,0,.625,0,1,.80000001,1,.44444445,0,.390625,0
1,0,0,0,0,0,.44999999,0,.23659843,0,.30555555,0,.80000001,1,1,1,1,.093364194,1
1,1,0,1,0,0,.2,0,.52868479,1,.055555556,0,0,.80000001,0,.11111111,.25,.0030864198,0
1,1,0,1,0,0,.25,.75,.40966001,1,.41666666,1,0,.60000002,1,.66666669,.5,.1736111,1
1,1,0,1,0,0,.60000002,.5,.77765751,1,.19444445,1,.60000002,1,0,.66666669,.5,.037808642,1
1,0,0,0,0,0,.5,.5,.69871759,0,.2638889,1,.60000002,.40000001,1,.77777779,.25,.069637351,0
1,0,1,0,0,1,.44999999,.5,.044943254,0,.58333331,0,1,1,1,.77777779,0,.34027776,0
1,1,0,1,0,0,.94999999,1,.78622574,0,.58333331,1,.2,.40000001,1,0,0,.34027776,0
1,1,0,1,0,0,.34999999,0,.43788025,0,.43055555,1,.60000002,1,1,1,1,.18537809,1
1,1,0,1,0,0,.34999999,.5,.60925615,1,.013888889,0,.2,.40000001,0,1,.5,.00019290124,1
1,1,0,1,0,0,.44999999,.25,.6728074,1,.5,0,.40000001,.2,0,.44444445,.5,.25,1
1,1,0,1,0,0,.64999998,.75,.65703988,0,.68055558,0,1,.40000001,1,0,.25,.4631559,0
1,1,0,1,0,0,.34999999,.5,.5887922,1,.5138889,1,0,.2,1,1,.5,.26408181,1
1,0,0,0,0,0,.34999999,0,.52151507,1,.083333336,1,0,.40000001,0,0,.25,.006944445,0
1,1,0,1,0,0,.25,0,.65091854,1,.65277779,0,.40000001,.2,1,.11111111,.5,.42611885,1
1,1,0,1,0,0,.15000001,.25,.5087409,0,.125,0,.2,.60000002,0,0,0,.015625,0
1,1,0,1,0,0,.44999999,.75,.81536865,1,.90277779,1,.80000001,1,1,.77777779,.25,.81500775,0
1,1,0,1,0,0,.1,0,.76306552,1,.27777779,0,.2,.40000001,1,0,.25,.0771605,0
1,0,0,0,0,0,.25,.75,.55175841,1,.375,0,.2,.40000001,1,.22222222,.5,.140625,1
1,1,0,1,0,0,,.25,.30856082,1,0,0,.2,.2,0,0,0,0,0
1,0,0,0,0,0,.25,.25,.47847024,1,.3611111,1,.40000001,.80000001,1,.66666669,.75,.13040122,1
1,1,0,1,0,0,.40000001,0,.52006114,0,.18055555,0,.60000002,.2,1,0,.5,.032600306,1
1,1,0,1,0,0,.69999999,1,.55517632,1,.68055558,1,0,.40000001,1,.33333334,0,.4631559,0
1,1,0,1,0,0,.2,.75,.71201044,1,.56944442,1,.40000001,.40000001,1,.8888889,0,.32426694,0
1,1,0,1,0,0,.55000001,.5,.68067199,0,.77777779,1,.60000002,1,0,.44444445,.75,.60493827,1
1,0,0,0,0,0,.5,.75,.73663783,1,.55555558,0,.40000001,.40000001,0,0,.25,.308642,0
1,0,1,0,0,1,.89999998,1,.59159285,0,.4861111,0,.60000002,.2,1,.22222222,0,.236304,0
1,0,0,0,0,0,.5,1,.36709991,0,.041666668,0,.80000001,.2,0,.33333334,1,.0017361112,1
1,1,0,1,0,0,.44999999,.5,.64598691,0,.055555556,0,.60000002,.2,0,.22222222,0,.0030864198,0
1,1,0,1,0,0,.2,.5,.57741511,0,.75,0,.60000002,1,1,.22222222,.5,.5625,1
1,1,0,1,0,0,.34999999,.25,.65298605,0,.70833331,1,.2,.80000001,1,.55555558,.5,.5017361,1
1,0,0,0,0,0,.5,.5,.12404565,1,.41666666,1,.2,.60000002,1,.44444445,.5,.1736111,1
1,0,0,0,0,0,.30000001,.75,.4325051,0,.47222221,1,0,.40000001,1,.66666669,1,.22299382,1
1,1,0,1,0,0,.55000001,.25,.46733397,0,.81944442,0,.80000001,.40000001,1,.22222222,.5,.67148918,1
1,0,0,0,0,0,.2,0,.4728325,1,.15277778,1,0,.40000001,0,.33333334,.25,.023341049,0
1,0,0,0,0,0,.5,0,.72959137,1,.2361111,1,0,.40000001,1,.44444445,.5,.055748455,1
1,1,0,1,0,0,,.25,.48430589,1,.055555556,0,1,0,0,0,.75,.0030864198,1
1,1,0,1,0,0,0,.5,.83755237,0,.625,1,.60000002,.60000002,1,0,.25,.390625,0
1,0,0,0,0,0,.69999999,0,.6325413,1,.44444445,0,.80000001,1,1,.33333334,0,.19753087,0
1,1,0,1,0,0,,.25,.706846,1,.3888889,1,.80000001,.40000001,1,.66666669,.25,.15123457,0
1,0,0,0,0,0,.44999999,0,.47771183,0,0,0,.2,.40000001,0,0,.75,0,1
1,0,0,0,0,0,.15000001,.5,.36151242,0,.5,0,.2,.2,1,0,.25,.25,0
1,0,0,0,1,0,.5,0,.78987575,1,.15277778,1,.40000001,1,0,1,1,.023341049,1
1,1,0,1,0,0,.15000001,.75,.64389598,1,.45833334,0,0,.2,1,.33333334,0,.21006945,0
1,1,0,1,0,0,.64999998,1,.34089571,0,.16666667,0,.40000001,.40000001,0,0,0,.02777778,0
1,0,0,0,0,0,.25,1,.29546103,0,.44444445,0,0,.80000001,0,.11111111,.5,.19753087,1
1,0,0,0,0,0,.2,.75,.64995629,1,.4861111,1,.40000001,.80000001,1,0,.5,.236304,1
1,0,0,0,0,0,.050000001,.75,.44463959,1,.16666667,1,.80000001,.40000001,0,.22222222,.75,.02777778,1
1,1,0,1,0,0,.34999999,0,.4238883,1,.6111111,0,0,.80000001,1,.55555558,1,.37345678,1
1,1,0,1,0,0,.30000001,.75,.39700532,1,.20833333,1,.80000001,.60000002,1,.77777779,.25,.043402776,0
1,0,0,0,0,0,.69999999,0,.1466994,0,.15277778,0,.2,.40000001,0,.11111111,.5,.023341049,1
1,0,0,0,0,0,.40000001,.5,.55527943,0,.58333331,0,.60000002,.40000001,0,.22222222,.25,.34027776,0
1,1,0,1,0,0,,0,.58617288,1,.041666668,0,0,.40000001,0,0,.5,.0017361112,1
1,0,0,0,0,0,.60000002,0,.43695328,0,.40277779,1,.40000001,.80000001,0,0,0,.16222996,0
1,0,0,0,0,0,.050000001,.75,.30393958,1,.58333331,1,.60000002,1,1,.66666669,.5,.34027776,1
1,1,0,1,0,0,.2,.75,.43441382,0,.16666667,0,.2,.40000001,1,.66666669,.75,.02777778,1
1,1,0,1,0,0,,0,.043920785,0,.55555558,0,0,.40000001,1,.44444445,.5,.308642,1
1,1,0,1,0,0,.25,0,.64714354,1,.59722221,1,0,.80000001,1,.55555558,.5,.35667437,1
1,0,0,0,0,0,.44999999,.75,.68217301,1,.375,1,.80000001,.2,1,.55555558,0,.140625,0
1,0,0,0,0,0,.30000001,.5,.51399636,0,.43055555,0,.2,.40000001,1,.33333334,0,.18537809,0
1,1,0,1,0,0,.30000001,.25,.66730142,0,.16666667,0,.40000001,.40000001,1,.33333334,0,.02777778,0
0,1,0,1,0,0,.55000001,1,.68034941,1,.625,1,.2,.2,1,.55555558,0,.390625,0
0,1,0,1,0,0,0,.5,.68208599,1,.43055555,0,0,.60000002,0,0,.25,.18537809,0
0,0,0,0,0,0,.44999999,.25,.55371314,1,0,0,0,.40000001,1,0,.25,0,0
0,0,1,0,0,1,.40000001,.5,.83402711,0,.055555556,0,.80000001,.60000002,1,0,0,.0030864198,0
0,0,0,0,0,0,.44999999,.25,.6828329,1,.2638889,0,.80000001,.80000001,1,.55555558,0,.069637351,0
0,1,0,1,0,0,.15000001,0,.75044954,1,.56944442,1,0,.80000001,1,.8888889,.25,.32426694,0
0,1,0,1,0,0,.34999999,.5,.73537403,0,.58333331,1,.60000002,1,1,.66666669,.75,.34027776,1
0,1,0,1,0,0,,.5,.45486075,1,.25,0,.60000002,.40000001,1,.22222222,0,.0625,0
0,1,0,1,0,0,.25,.5,.63288593,0,.54166669,0,0,.60000002,1,0,.25,.29340279,0
0,0,0,0,0,0,.40000001,.25,.30682918,1,.69444442,1,1,.40000001,1,0,.75,.48225304,1
0,0,0,0,0,0,.34999999,.25,.43298808,0,.6111111,1,.60000002,1,1,.66666669,.5,.37345678,1
0,1,0,1,0,0,.30000001,.75,.51637012,1,.55555558,0,1,1,1,0,.5,.308642,1
0,1,0,1,0,0,.25,.5,.88538486,1,.6111111,0,.60000002,1,1,.44444445,0,.37345678,0
